objectid,boardgamemechanic,boardgamemechanic,boardgamemechanic,boardgamemechanic,boardgamemechanic,boardgamemechanic
161109,Memory, Point to Point Movement, Rock-Paper-Scissors, Secret Unit Deployment,NaN,NaN
209863,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
211808,Card Drafting, Hand Management, Take That,NaN,NaN,NaN
84783,Modular Board,NaN,NaN,NaN,NaN,NaN
230966,Action Queue, Modular Board, Simultaneous Action Selection,NaN,NaN,NaN
130922,Dice Rolling, Hexagon Grid, Secret Unit Deployment, Simulation,NaN,NaN
8508,Card Drafting, Dice Rolling, Point to Point Movement, Variable Player Powers,NaN,NaN
5656,Chit-Pull System, Dice Rolling, Hexagon Grid, Simulation,NaN,NaN
239877,Cooperative Game, Dice Rolling, Variable Player Powers,NaN,NaN,NaN
209283,Memory, Network and Route Building,NaN,NaN,NaN,NaN
150049,Area Majority / Influence, Dice Rolling,NaN,NaN,NaN,NaN
216224,Area Majority / Influence, Team-Based Game, Tile Placement,NaN,NaN,NaN
126340,Dice Rolling, Push Your Luck, Role Playing,NaN,NaN,NaN
99042,Area Majority / Influence, Dice Rolling, Point to Point Movement, Simulation,NaN,NaN
200371,Hand Management, Pattern Recognition, Set Collection,NaN,NaN,NaN
8351,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
187347,Action Points, Card Drafting, Deck, Dice Rolling, Hand Management, Modular Board
12054,Dice Rolling, Hexagon Grid, Simulation,NaN,NaN,NaN
9238,Dice Rolling, Hexagon Grid,NaN,NaN,NaN,NaN
173784,Area Movement, Dice Rolling, Modular Board, Set Collection,NaN,NaN
184917,Push Your Luck,NaN,NaN,NaN,NaN,NaN
7377,Action / Dexterity,NaN,NaN,NaN,NaN,NaN
8626,Campaign / Battle Card Driven, Point to Point Movement,NaN,NaN,NaN,NaN
18699,Dice Rolling, Roll / Spin and Move,NaN,NaN,NaN,NaN
127989,Pattern Building,NaN,NaN,NaN,NaN,NaN
53723,Acting,NaN,NaN,NaN,NaN,NaN
277131,Worker Placement,NaN,NaN,NaN,NaN,NaN
200672,Deck, Variable Player Powers,NaN,NaN,NaN,NaN
16415,Set Collection,NaN,NaN,NaN,NaN,NaN
13553,Action Points, Dice Rolling, Secret Unit Deployment, Variable Player Powers,NaN,NaN
4358,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
234946,Cooperative Game, Deck, Take That,NaN,NaN,NaN
268936,Hand Management, Set Collection, Take That,NaN,NaN,NaN
274028,Set Collection,NaN,NaN,NaN,NaN,NaN
253766,Action Points, Action Queue, Card Drafting, Hand Management,NaN,NaN
212378,Grid Movement, Set Collection,NaN,NaN,NaN,NaN
175230,Point to Point Movement,NaN,NaN,NaN,NaN,NaN
187488,Dice Rolling, Hand Management, Player Elimination, Variable Player Powers,NaN,NaN
160814,Hand Management,NaN,NaN,NaN,NaN,NaN
194102,Card Drafting, Grid Movement, Modular Board, Variable Player Powers,NaN,NaN
11581,Trick-taking,NaN,NaN,NaN,NaN,NaN
5923,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
153839,Card Drafting, Set Collection,NaN,NaN,NaN,NaN
188196,Hand Management,NaN,NaN,NaN,NaN,NaN
31378,Dice Rolling, Hexagon Grid, Secret Unit Deployment, Simulation,NaN,NaN
273993,Area Movement,NaN,NaN,NaN,NaN,NaN
247034,Dice Rolling, Worker Placement,NaN,NaN,NaN,NaN
286158,Area Majority / Influence, Area Movement, Card Drafting, Hand Management, Modular Board, Worker Placement
228371,Economic, Trains, Transportation,NaN,NaN,NaN
227143,Auction/Bidding, Network and Route Building, Stock Holding, Tile Placement,NaN,NaN
261683,Area Majority / Influence, Tile Placement,NaN,NaN,NaN,NaN
292961,Betting and Bluffing, Hand Management, Variable Player Powers,NaN,NaN,NaN
195163,Trick-taking,NaN,NaN,NaN,NaN,NaN
3035,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
7993,Modular Board, Point to Point Movement, Simultaneous Action Selection,NaN,NaN,NaN
11997,Pattern Building,NaN,NaN,NaN,NaN,NaN
260465,Chit-Pull System, Dice Rolling, Hexagon Grid, Simulation,NaN,NaN
32143,Action Points, Hand Management, Memory, Set Collection, Tile Placement, Variable Player Powers
253149,Cooperative Game, Dice Rolling, Simultaneous Action Selection, Variable Player Powers,NaN,NaN
292031,Action Points, Dice Rolling, Grid Movement, Variable Player Powers,NaN,NaN
10300,Hexagon Grid, Simulation,NaN,NaN,NaN,NaN
1792,Tile Placement, Trading,NaN,NaN,NaN,NaN
220878,Dice Rolling, Worker Placement,NaN,NaN,NaN,NaN
428,Auction/Bidding,NaN,NaN,NaN,NaN,NaN
5296,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
6847,Hexagon Grid, Simulation,NaN,NaN,NaN,NaN
2480,Cooperative Game, Role Playing, Voting,NaN,NaN,NaN
208995,Card Drafting, Set Collection,NaN,NaN,NaN,NaN
20467,Action Points, Point to Point Movement,NaN,NaN,NaN,NaN
176193,Modular Board, Network and Route Building, Point to Point Movement, Tile Placement,NaN,NaN
17132,Network and Route Building, Stock Holding, Tile Placement,NaN,NaN,NaN
8671,Hand Management,NaN,NaN,NaN,NaN,NaN
86542,Memory, Set Collection,NaN,NaN,NaN,NaN
143023,Area Movement,NaN,NaN,NaN,NaN,NaN
1294,Grid Movement, Memory, Roll / Spin and Move,NaN,NaN,NaN
26620,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
247526,Cooperative Game,NaN,NaN,NaN,NaN,NaN
31547,Dice Rolling, Hand Management, Variable Player Powers,NaN,NaN,NaN
170390,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
146937,Action Queue, Dice Rolling, Point to Point Movement, Roll / Spin and Move,NaN,NaN
223454,Dice Rolling, Hand Management, Point to Point Movement, Set Collection,NaN,NaN
4917,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
261165,Area Majority / Influence,NaN,NaN,NaN,NaN,NaN
29,Action Points, Modular Board,NaN,NaN,NaN,NaN
11699,Chit-Pull System, Hexagon Grid,NaN,NaN,NaN,NaN
49394,Variable Phase Order,NaN,NaN,NaN,NaN,NaN
143131,Area Majority / Influence, Modular Board,NaN,NaN,NaN,NaN
292033,Action Points, Dice Rolling, Grid Movement, Variable Player Powers,NaN,NaN
120033,Area Majority / Influence, Area Movement, Dice Rolling, Hand Management, Team-Based Game,NaN
39976,Action / Dexterity,NaN,NaN,NaN,NaN,NaN
10246,Hexagon Grid, Secret Unit Deployment, Simulation,NaN,NaN,NaN
237798,Cooperative Game, Storytelling,NaN,NaN,NaN,NaN
192623,Area Movement, Cooperative Game, Modular Board, Pick-up and Deliver, Variable Player Powers,NaN
174556,Dice Rolling, Secret Unit Deployment, Simulation,NaN,NaN,NaN
231876,Auction/Bidding, Hand Management, Simultaneous Action Selection, Variable Player Powers,NaN,NaN
246571,Action / Dexterity, Sports,NaN,NaN,NaN,NaN
160950,Card Game, Game System,NaN,NaN,NaN,NaN
3965,Action Points, Grid Movement, Role Playing,NaN,NaN,NaN
107372,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
144416,Memory, Pattern Building,NaN,NaN,NaN,NaN
258636,Dice Rolling, Take That,NaN,NaN,NaN,NaN
166888,Area Majority / Influence,NaN,NaN,NaN,NaN,NaN
174252,Grid Movement, Secret Unit Deployment, Team-Based Game,NaN,NaN,NaN
113937,Area Majority / Influence, Hand Management,NaN,NaN,NaN,NaN
235328,Set Collection, Take That,NaN,NaN,NaN,NaN
10534,Dice Rolling, Hexagon Grid,NaN,NaN,NaN,NaN
3670,Action Queue, Hexagon Grid,NaN,NaN,NaN,NaN
39290,Area Majority / Influence, Hand Management, Tile Placement,NaN,NaN,NaN
248878,Dice Rolling, Flicking, Scenario / Mission / Campaign Game,NaN,NaN,NaN
20081,Pattern Recognition,NaN,NaN,NaN,NaN,NaN
25618,Area Movement, Auction/Bidding, Secret Unit Deployment,NaN,NaN,NaN
100104,Point to Point Movement,NaN,NaN,NaN,NaN,NaN
245704,Set Collection,NaN,NaN,NaN,NaN,NaN
258748,Hand Management, Trick-taking,NaN,NaN,NaN,NaN
5298,Acting, Role Playing, Storytelling,NaN,NaN,NaN
243636,Card Drafting,NaN,NaN,NaN,NaN,NaN
160396,Hand Management, Set Collection, Simulation,NaN,NaN,NaN
13212,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
231035,Action Points, Dice Rolling, Variable Player Powers,NaN,NaN,NaN
284294,Dice Rolling, Hand Management, Modular Board, Variable Player Powers,NaN,NaN
9150,Dice Rolling, Hexagon Grid, Simulation,NaN,NaN,NaN
102631,Party Game,NaN,NaN,NaN,NaN,NaN
20122,Set Collection,NaN,NaN,NaN,NaN,NaN
158891,Campaign / Battle Card Driven,NaN,NaN,NaN,NaN,NaN
249677,Campaign / Battle Card Driven, Card Drafting, Variable Player Powers,NaN,NaN,NaN
180809,Cooperative Game, Dice Rolling, Point to Point Movement, Variable Player Powers,NaN,NaN
1013,Auction/Bidding, Commodity Speculation, Simultaneous Action Selection,NaN,NaN,NaN
205419,Cooperative Game, Deck,NaN,NaN,NaN,NaN
4842,Variable Player Powers,NaN,NaN,NaN,NaN,NaN
179280,Dice Rolling,NaN,NaN,NaN,NaN,NaN
31971,Card Drafting, Hand Management,NaN,NaN,NaN,NaN
118452,Card Game, Medieval, Novel-based,NaN,NaN,NaN
40843,Auction/Bidding, Hand Management, Variable Player Powers,NaN,NaN,NaN
16466,Hexagon Grid, Simulation,NaN,NaN,NaN,NaN
3517,Action / Dexterity, Childrens Game, Racing,NaN,NaN,NaN
254127,Action Points, Area Majority / Influence, Area Movement, Campaign / Battle Card Driven, Dice Rolling, Hand Management
137811,Cooperative Game, Deck,NaN,NaN,NaN,NaN
425,Modular Board, Tile Placement, Trading,NaN,NaN,NaN
256381,Card Drafting, Hand Management, Set Collection,NaN,NaN,NaN
21991,Modular Board,NaN,NaN,NaN,NaN,NaN
11730,Abstract Strategy,NaN,NaN,NaN,NaN,NaN
104553,Pattern Building, Tile Placement,NaN,NaN,NaN,NaN
128154,Action Points, Chit-Pull System, Dice Rolling, Point to Point Movement, Simulation,NaN
39020,Cooperative Game, Team-Based Game,NaN,NaN,NaN,NaN
247294,Action Points, Hand Management, Team-Based Game, Variable Player Powers,NaN,NaN
249550,Action Points, Cooperative Game, Dice Rolling, Grid Movement, Modular Board, Player Elimination
194577,Hand Management,NaN,NaN,NaN,NaN,NaN
128927,Hand Management,NaN,NaN,NaN,NaN,NaN
179723,Hand Management, Set Collection, Simultaneous Action Selection,NaN,NaN,NaN
12957,Dice Rolling, Paper-and-Pencil, Simulation,NaN,NaN,NaN
16369,Memory,NaN,NaN,NaN,NaN,NaN
158243,Betting and Bluffing, Dice Rolling, Push Your Luck,NaN,NaN,NaN
8049,Action Points, Variable Player Powers,NaN,NaN,NaN,NaN
241245,Hand Management, Player Elimination,NaN,NaN,NaN,NaN
137789,Hand Management, Set Collection,NaN,NaN,NaN,NaN
148494,Memory,NaN,NaN,NaN,NaN,NaN
17239,Action Points, Chit-Pull System, Dice Rolling, Variable Player Powers,NaN,NaN
7253,Dice Rolling, Hexagon Grid, Simulation,NaN,NaN,NaN
220861,Commodity Speculation, Hand Management,NaN,NaN,NaN,NaN
51250,Pattern Building,NaN,NaN,NaN,NaN,NaN
180205,Network and Route Building, Stock Holding,NaN,NaN,NaN,NaN
178,Enclosure, Variable Player Powers,NaN,NaN,NaN,NaN
243599,Pattern Recognition, Simultaneous Action Selection, Voting,NaN,NaN,NaN
20000,Card Drafting,NaN,NaN,NaN,NaN,NaN
280304,Dice Rolling, Line Drawing, Paper-and-Pencil,NaN,NaN,NaN
70222,Dice Rolling,NaN,NaN,NaN,NaN,NaN
7638,Dice Rolling, Hexagon Grid, Simulation,NaN,NaN,NaN
3925,Pick-up and Deliver, Roll / Spin and Move,NaN,NaN,NaN,NaN
8328,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
246693,Simultaneous Action Selection,NaN,NaN,NaN,NaN,NaN
49399,Variable Phase Order,NaN,NaN,NaN,NaN,NaN
89575,Real-time, Word Game,NaN,NaN,NaN,NaN
88246,Area Movement, Area-Impulse, Dice Rolling, Simultaneous Action Selection,NaN,NaN
270677,Dice Rolling, Pattern Building,NaN,NaN,NaN,NaN
4031,Point to Point Movement, Rock-Paper-Scissors,NaN,NaN,NaN,NaN
3727,Dice Rolling, Pattern Recognition,NaN,NaN,NaN,NaN
171721,Set Collection, Tile Placement,NaN,NaN,NaN,NaN
256620,Pattern Recognition, Set Collection,NaN,NaN,NaN,NaN
36612,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
234105,Dice Rolling, Modular Board,NaN,NaN,NaN,NaN
8402,Chit-Pull System, Dice Rolling, Hexagon Grid, Simulation,NaN,NaN
38266,Variable Player Powers,NaN,NaN,NaN,NaN,NaN
181244,Set Collection,NaN,NaN,NaN,NaN,NaN
1288,Dice Rolling,NaN,NaN,NaN,NaN,NaN
38355,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
8537,Dice Rolling, Hexagon Grid, Simulation,NaN,NaN,NaN
41585,Hand Management, Memory, Pattern Recognition, Set Collection, Trading,NaN
258070,Card Drafting, Set Collection,NaN,NaN,NaN,NaN
270956,Area Majority / Influence, Secret Unit Deployment, Worker Placement,NaN,NaN,NaN
22901,Action / Dexterity, Childrens Game,NaN,NaN,NaN,NaN
29386,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
162677,Auction/Bidding, Network and Route Building, Stock Holding, Tile Placement,NaN,NaN
227582,Action Queue, Area Majority / Influence, Area Movement, Deck, Dice Rolling,NaN
118688,Enclosure, Memory, Network and Route Building, Pattern Building, Tile Placement,NaN
8666,Area-Impulse, Dice Rolling, Hexagon Grid, Simulation, Simultaneous Action Selection,NaN
56943,Trading,NaN,NaN,NaN,NaN,NaN
24698,Grid Movement,NaN,NaN,NaN,NaN,NaN
177566,Auction/Bidding, Modular Board, Tile Placement,NaN,NaN,NaN
754,Area Majority / Influence, Tile Placement,NaN,NaN,NaN,NaN
256643,Area Majority / Influence, Command Cards, Deck, Dice Rolling, Grid Movement, Hand Management
229540,Action Queue, Deck, Dice Rolling, Hand Management, Push Your Luck, Variable Player Powers
57691,Action Points, Dice Rolling,NaN,NaN,NaN,NaN
102151,Cooperative Game, Network and Route Building,NaN,NaN,NaN,NaN
202477,Bananagrams, Game Factory, Trefl,NaN,NaN,NaN
134559,Set Collection, Worker Placement,NaN,NaN,NaN,NaN
146762,Action Points, Area Movement, Dice Rolling, Grid Movement, Hand Management, Modular Board
85340,Hand Management, Tile Placement,NaN,NaN,NaN,NaN
940,Auction/Bidding, Simultaneous Action Selection,NaN,NaN,NaN,NaN
35306,Campaign / Battle Card Driven, Hand Management, Rock-Paper-Scissors,NaN,NaN,NaN
6112,Action / Dexterity, Childrens Game,NaN,NaN,NaN,NaN
232823,Card Drafting, Pattern Building, Variable Player Powers,NaN,NaN,NaN
6041,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
220707,Team-Based Game,NaN,NaN,NaN,NaN,NaN
6700,Secret Unit Deployment, Simultaneous Action Selection,NaN,NaN,NaN,NaN
3241,Secret Unit Deployment,NaN,NaN,NaN,NaN,NaN
1161,Dice Rolling,NaN,NaN,NaN,NaN,NaN
128352,Dice Rolling, Hand Management, Take That,NaN,NaN,NaN
10269,Dice Rolling, Hexagon Grid, Simulation,NaN,NaN,NaN
138973,Tile Placement,NaN,NaN,NaN,NaN,NaN
13928,Dice Rolling,NaN,NaN,NaN,NaN,NaN
75644,Dice Rolling, Simulation, Simultaneous Action Selection,NaN,NaN,NaN
200500,Area Majority / Influence, Area Movement, Dice Rolling, Grid Movement, Modular Board, Player Elimination
3794,Adventure, Electronic, Fantasy, Miniatures,NaN,NaN
184730,Area Majority / Influence, Pattern Building,NaN,NaN,NaN,NaN
5389,Auction/Bidding, Card Drafting,NaN,NaN,NaN,NaN
6,Dice Rolling,NaN,NaN,NaN,NaN,NaN
29848,Area Movement, Auction/Bidding, Hand Management, Simulation, Variable Player Powers,NaN
26999,Area Movement,NaN,NaN,NaN,NaN,NaN
64331,Dice Rolling, Hexagon Grid, Simulation,NaN,NaN,NaN
264948,Area Majority / Influence, Hand Management, Modular Board, Take That, Tile Placement, Trading
246812,Enclosure, Modular Board, Tile Placement,NaN,NaN,NaN
3404,Tile Placement,NaN,NaN,NaN,NaN,NaN
18127,Hand Management, Pick-up and Deliver, Tile Placement,NaN,NaN,NaN
176936,Dice Rolling, Variable Player Powers,NaN,NaN,NaN,NaN
2427,Dice Rolling, Point to Point Movement,NaN,NaN,NaN,NaN
148074,Campaign / Battle Card Driven, Secret Unit Deployment,NaN,NaN,NaN,NaN
194028,Dice Rolling, Point to Point Movement,NaN,NaN,NaN,NaN
194388,Set Collection, Worker Placement,NaN,NaN,NaN,NaN
18867,Dice Rolling,NaN,NaN,NaN,NaN,NaN
21685,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
274178,Chit-Pull System, Dice Rolling, Hexagon Grid, Simulation,NaN,NaN
225909,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
164590,Memory, Set Collection,NaN,NaN,NaN,NaN
198005,Hand Management, Memory,NaN,NaN,NaN,NaN
37683,Hand Management,NaN,NaN,NaN,NaN,NaN
237229,Area Majority / Influence, Worker Placement,NaN,NaN,NaN,NaN
272533,Cooperative Game, Hand Management, Modular Board, Pattern Building, Tile Placement, Variable Player Powers
265947,Chit-Pull System, Hexagon Grid,NaN,NaN,NaN,NaN
262498,Hand Management, Modular Board, Set Collection, Variable Player Powers,NaN,NaN
225000,Betting and Bluffing, Hand Management, Variable Player Powers,NaN,NaN,NaN
5155,Point to Point Movement, Roll / Spin and Move,NaN,NaN,NaN,NaN
1244,Tile Placement,NaN,NaN,NaN,NaN,NaN
172543,Memory,NaN,NaN,NaN,NaN,NaN
89912,Chit-Pull System, Dice Rolling,NaN,NaN,NaN,NaN
64583,Memory, Set Collection,NaN,NaN,NaN,NaN
27480,Dice Rolling, Simulation,NaN,NaN,NaN,NaN
29376,Dice Rolling, Hexagon Grid, Simulation,NaN,NaN,NaN
2963,Commodity Speculation, Stock Holding,NaN,NaN,NaN,NaN
285853,Campaign / Battle Card Driven, Cooperative Game, Dice Rolling,NaN,NaN,NaN
3063,Line Drawing,NaN,NaN,NaN,NaN,NaN
191901,Card Drafting, Hand Management, Set Collection,NaN,NaN,NaN
148730,Modular Board,NaN,NaN,NaN,NaN,NaN
255272,Area Majority / Influence, Enclosure,NaN,NaN,NaN,NaN
33156,Grid Movement, Secret Unit Deployment,NaN,NaN,NaN,NaN
16105,Dice Rolling,NaN,NaN,NaN,NaN,NaN
16325,Dice Rolling, Hexagon Grid, Simulation,NaN,NaN,NaN
161885,Network and Route Building, Pick-up and Deliver, Stock Holding,NaN,NaN,NaN
38562,Dice Rolling, Variable Player Powers,NaN,NaN,NaN,NaN
254132,Storytelling, Team-Based Game,NaN,NaN,NaN,NaN
129417,Roll / Spin and Move, Secret Unit Deployment,NaN,NaN,NaN,NaN
245206,Card Drafting, Tile Placement,NaN,NaN,NaN,NaN
5239,Dice Rolling, Hexagon Grid, Simulation,NaN,NaN,NaN
2189,Bluffing, City Building,NaN,NaN,NaN,NaN
14387,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
17041,Hexagon Grid, Simulation,NaN,NaN,NaN,NaN
3138,Dice Rolling,NaN,NaN,NaN,NaN,NaN
193105,Dice Rolling, Paper-and-Pencil,NaN,NaN,NaN,NaN
4236,Action Queue, Hexagon Grid,NaN,NaN,NaN,NaN
41185,Betting and Bluffing, Push Your Luck, Set Collection,NaN,NaN,NaN
9504,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
144955,Murder/Mystery,NaN,NaN,NaN,NaN,NaN
35311,Dice Rolling,NaN,NaN,NaN,NaN,NaN
23908,Modular Board, Network and Route Building, Tile Placement,NaN,NaN,NaN
22399,Pattern Building, Tile Placement,NaN,NaN,NaN,NaN
73363,Grid Movement,NaN,NaN,NaN,NaN,NaN
159160,Action Points, Dice Rolling, Variable Player Powers,NaN,NaN,NaN
158586,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
148047,Auction/Bidding,NaN,NaN,NaN,NaN,NaN
41019,Trading, Worker Placement,NaN,NaN,NaN,NaN
30022,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
5929,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
157528,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
172484,Area Majority / Influence, Grid Movement, Variable Player Powers,NaN,NaN,NaN
192324,Storytelling,NaN,NaN,NaN,NaN,NaN
31605,Dice Rolling, Hexagon Grid, Simulation, Variable Phase Order,NaN,NaN
250539,Dice Rolling, Push Your Luck, Rock-Paper-Scissors,NaN,NaN,NaN
270227,Hidden Movement, Hidden Roles, Secret Unit Deployment, Simultaneous Action Selection, Variable Player Powers,NaN
285,Science Fiction, Wargame,NaN,NaN,NaN,NaN
12126,Auction/Bidding, Network and Route Building, Stock Holding, Tile Placement,NaN,NaN
216282,Memory, Player Elimination, Team-Based Game, Time Track, Variable Player Powers, Voting
37592,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
11514,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
26132,Action Points, Dice Rolling, Modular Board, Role Playing, Team-Based Game,NaN
25344,Auction/Bidding, Network and Route Building, Stock Holding, Tile Placement,NaN,NaN
10230,Hexagon Grid, Secret Unit Deployment, Simulation,NaN,NaN,NaN
8352,Chit-Pull System, Hexagon Grid,NaN,NaN,NaN,NaN
145766,Dice Rolling, Hand Management, Role Playing, Variable Player Powers,NaN,NaN
107463,Team-Based Game, Tile Placement,NaN,NaN,NaN,NaN
194976,Pattern Building, Tile Placement,NaN,NaN,NaN,NaN
20441,Action Points, Chit-Pull System, Simulation, Variable Phase Order,NaN,NaN
208887,Dice Rolling, Hexagon Grid, Simulation,NaN,NaN,NaN
178397,Modular Board, Point to Point Movement, Secret Unit Deployment, Worker Placement,NaN,NaN
5818,Action Queue, Paper-and-Pencil, Simultaneous Action Selection,NaN,NaN,NaN
121995,Pattern Recognition,NaN,NaN,NaN,NaN,NaN
148050,Grid Movement, Hexagon Grid, Simulation,NaN,NaN,NaN
63052,Dice Rolling,NaN,NaN,NaN,NaN,NaN
274688,Auction/Bidding, Trick-taking, Worker Placement,NaN,NaN,NaN
49397,Variable Phase Order,NaN,NaN,NaN,NaN,NaN
4265,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
2249,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
172012,Trick-taking,NaN,NaN,NaN,NaN,NaN
128794,Action Points, Area Movement, Simulation,NaN,NaN,NaN
1396,Resource to Move,NaN,NaN,NaN,NaN,NaN
85563,Point to Point Movement, Set Collection,NaN,NaN,NaN,NaN
120547,Area Majority / Influence, Area Movement, Dice Rolling,NaN,NaN,NaN
38437,Action / Dexterity, Childrens Game, Farming,NaN,NaN,NaN
100795,Dice Rolling, Variable Player Powers,NaN,NaN,NaN,NaN
67038,Card Drafting, Hand Management,NaN,NaN,NaN,NaN
27945,Area Movement, Area-Impulse, Chit-Pull System, Dice Rolling, Simulation,NaN
25190,Auction/Bidding, Hand Management, Set Collection,NaN,NaN,NaN
5840,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
7752,Hexagon Grid, Simulation,NaN,NaN,NaN,NaN
184462,Dice Rolling,NaN,NaN,NaN,NaN,NaN
211996,Hand Management, Set Collection,NaN,NaN,NaN,NaN
139236,Action Points, Area Majority / Influence, Commodity Speculation, Set Collection, Simulation,NaN
25760,Area Movement,NaN,NaN,NaN,NaN,NaN
163481,Action Queue, Worker Placement,NaN,NaN,NaN,NaN
225303,Role Playing,NaN,NaN,NaN,NaN,NaN
890,Dice, Racing,NaN,NaN,NaN,NaN
19418,Hand Management, Point to Point Movement, Set Collection,NaN,NaN,NaN
169925,Dice Rolling, Trading,NaN,NaN,NaN,NaN
107917,Dice Rolling, Simulation,NaN,NaN,NaN,NaN
184207,Card Drafting, Deck, Hand Management,NaN,NaN,NaN
194986,Hand Management, Paper-and-Pencil,NaN,NaN,NaN,NaN
24209,Paper-and-Pencil, Pattern Recognition,NaN,NaN,NaN,NaN
16456,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
2194,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
215455,Card Game,NaN,NaN,NaN,NaN,NaN
22758,Campaign / Battle Card Driven, Hexagon Grid, Secret Unit Deployment, Simulation,NaN,NaN
27042,Area Majority / Influence, Pick-up and Deliver,NaN,NaN,NaN,NaN
167552,Take That,NaN,NaN,NaN,NaN,NaN
8736,Hexagon Grid, Simulation,NaN,NaN,NaN,NaN
15990,Dice Rolling, Hexagon Grid,NaN,NaN,NaN,NaN
171742,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
229496,Dice Rolling, Paper-and-Pencil,NaN,NaN,NaN,NaN
35654,Dice Rolling, Paper-and-Pencil, Variable Player Powers,NaN,NaN,NaN
68227,Role Playing, Storytelling,NaN,NaN,NaN,NaN
32820,Dice Rolling,NaN,NaN,NaN,NaN,NaN
6826,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
199530,Pattern Building, Tile Placement,NaN,NaN,NaN,NaN
161849,Area Majority / Influence, Area Movement, Dice Rolling, Modular Board, Push Your Luck, Worker Placement
96765,Hand Management,NaN,NaN,NaN,NaN,NaN
10102,Dice Rolling, Hexagon Grid, Simulation,NaN,NaN,NaN
