objectid,name,boardgamemechanic1,boardgamemechanic2,boardgamemechanic3,boardgamemechanic4,boardgamemechanic5,boardgamemechanic6
2555,Vom Kap bis Kairo,Auction/Bidding,NaN,NaN,NaN,NaN,NaN
129614,Rondo,Set Collection, Tile Placement,NaN,NaN,NaN,NaN
25491,Alhambra  The Dice Game,Dice Rolling, Set Collection,NaN,NaN,NaN,NaN
56796,\u3069\u3046\u3076\u3064\u3057\u3087\u3046\u304e  Let's Catch the Lion!,Grid Movement,NaN,NaN,NaN,NaN,NaN
34227,Blox,Hand Management,NaN,NaN,NaN,NaN,NaN
132326,Venetia,Area Majority / Influence, Dice Rolling,NaN,NaN,NaN,NaN
146149,Speed Cups,Pattern Building,NaN,NaN,NaN,NaN,NaN
195709,Monikers  Something Something,Acting, Card Drafting, Role Playing,NaN,NaN,NaN
3208,Dragonland,Set Collection,NaN,NaN,NaN,NaN,NaN
192240,Control,Hand Management, Take That,NaN,NaN,NaN,NaN
161527,Catan  Ancient Egypt,Dice Rolling, Network and Route Building, Trading,NaN,NaN,NaN
216856,Demon Worker,Worker Placement,NaN,NaN,NaN,NaN,NaN
175222,Lost Legacy  Third Chronicle \u2013 Sacred Grail & Staff of Dragons,Hand Management, Memory, Player Elimination,NaN,NaN,NaN
55165,Bisikle,Action / Dexterity, Racing, Sports,NaN,NaN,NaN
260710,Amul,Card Drafting, Contracts, Drafting, End Game Bonuses, Hand Management, Set Collection
321,Mole in the Hole \/ Taupes et Compagnie,Modular Board,NaN,NaN,NaN,NaN,NaN
207687,Killing Parentless Children,Modular Board, Player Elimination, Push Your Luck, Take That,NaN,NaN
162107,Doodle City,Dice Rolling, Line Drawing, Network and Route Building, Paper-and-Pencil,NaN,NaN
138166,Huida de Silver City,Cooperative Game, Dice Rolling, Hand Management, Role Playing, Team-Based Game, Variable Player Powers
36482,Wings of War  Fire from the Sky,Action Queue, Player Elimination, Simulation, Simultaneous Action Selection,NaN,NaN
310,Wizard's Quest,Area Movement, Variable Phase Order,NaN,NaN,NaN,NaN
159581,Maskmen,Trick-taking,NaN,NaN,NaN,NaN,NaN
870,Empires of the Ancient World,Area Majority / Influence, Campaign / Battle Card Driven, Rock-Paper-Scissors, Trading,NaN,NaN
243696,Race to the New Found Land,Area Majority / Influence, Tile Placement, Worker Placement,NaN,NaN,NaN
963,The Gardens of the Alhambra,Area Majority / Influence, Tile Placement,NaN,NaN,NaN,NaN
225163,Reworld,Science Fiction,NaN,NaN,NaN,NaN,NaN
241225,Smash Up  That '70s Expansion,Area Majority / Influence, Hand Management, Take That, Variable Player Powers,NaN,NaN
163056,Mus\u00e9e,Hand Management, Pattern Building, Set Collection,NaN,NaN,NaN
254213,Boomerang,Card Drafting, Set Collection,NaN,NaN,NaN,NaN
17027,Sitting Ducks Gallery,Card Drafting, Hand Management,NaN,NaN,NaN,NaN
142063,Deadzone,Action Points, Dice Rolling, Grid Movement, Modular Board, Variable Phase Order, Variable Player Powers
25574,Play-Gin,Set Collection,NaN,NaN,NaN,NaN,NaN
686,Dr. Jekyll & Mr. Hyde,Trick-taking,NaN,NaN,NaN,NaN,NaN
32002,Forged in Steel,Action Points, Area Majority / Influence, Campaign / Battle Card Driven, Hand Management, Simultaneous Action Selection, Take That
62972,The Barbarossa Campaign,Campaign / Battle Card Driven, Chit-Pull System, Hexagon Grid,NaN,NaN,NaN
172965,Guards of Atlantis  Tabletop MOBA,Area Movement, Campaign / Battle Card Driven, Grid Movement, Hand Management, Simultaneous Action Selection, Team-Based Game
548,Buck Rogers  Battle for the 25th Century Game,Minimap Resolution, Multiple Maps,NaN,NaN,NaN,NaN
25294,Take it to the Limit!,Tile Placement,NaN,NaN,NaN,NaN,NaN
706,Frederick the Great  The Campaigns of The Soldier King 1756-1759,Hexagon Grid, Simulation,NaN,NaN,NaN,NaN
136192,Dungeon Dice,Deck, Dice Rolling,NaN,NaN,NaN,NaN
149361,Hapsburg Eclipse,Action Points, Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement,NaN,NaN
24947,The Spoils  Shade of the Devoured Emperor,Hand Management, Variable Player Powers,NaN,NaN,NaN,NaN
651,Zero Down,Card Drafting, Set Collection, Trading,NaN,NaN,NaN
258309,\u7b2c\u4e00\u985e\u63a5\u89f8,Simultaneous Action Selection,NaN,NaN,NaN,NaN,NaN
143994,Capo Dei Capi,Area Majority / Influence, Dice Rolling, Push Your Luck, Take That,NaN,NaN
7742,Confrontation,Dice Rolling, Variable Player Powers,NaN,NaN,NaN,NaN
31506,Ziegen Kriegen,Betting and Bluffing, Trick-taking,NaN,NaN,NaN,NaN
89,Blue vs. Gray,Dice Rolling, Hand Management,NaN,NaN,NaN,NaN
159575,Dracula's Feast,Memory, Player Elimination, Role Playing, Variable Player Powers,NaN,NaN
6817,Schafkopf,Auction/Bidding, Team-Based Game, Trick-taking,NaN,NaN,NaN
3855,Crimson Skies,Simultaneous Action Selection,NaN,NaN,NaN,NaN,NaN
8920,BuyWord,Set Collection,NaN,NaN,NaN,NaN,NaN
88594,Eruption,Dice Rolling, Team-Based Game, Tile Placement,NaN,NaN,NaN
114903,Castellan,Enclosure, Hand Management,NaN,NaN,NaN,NaN
1143,Warrior Knights,Area Majority / Influence, Voting,NaN,NaN,NaN,NaN
198832,Legends Untold  Weeping Caves Novice Set,Cooperative Game, Dice Rolling, Role Playing,NaN,NaN,NaN
269968,Exit  The Game \u2013 The Haunted Roller Coaster,Cooperative Game,NaN,NaN,NaN,NaN,NaN
214234,Tank Duel  Enemy in the Crosshairs,Campaign / Battle Card Driven, Hand Management,NaN,NaN,NaN,NaN
13084,Volcano,Grid Movement, Mancala, Set Collection,NaN,NaN,NaN
180543,Exceed  Red Horizon \u2013 Reese,Hand Management, Point to Point Movement, Variable Player Powers,NaN,NaN,NaN
101013,Ninja  Legend of the Scorpion Clan,Area Movement, Secret Unit Deployment, Team-Based Game,NaN,NaN,NaN
256623,Realm of Sand,Card Drafting, Pattern Building, Tile Placement,NaN,NaN,NaN
11269,Roads to Leningrad,Dice Rolling, Hexagon Grid,NaN,NaN,NaN,NaN
1376,Serengeti,Auction/Bidding, Set Collection,NaN,NaN,NaN,NaN
186279,M\u00f6lkky,Player Elimination,NaN,NaN,NaN,NaN,NaN
245487,Orchard  A 9 card solitaire game,Melding and Splaying, Pattern Building, Tile Placement,NaN,NaN,NaN
230089,Okanagan  Valley of the Lakes,Area Majority / Influence, Enclosure, Set Collection, Tile Placement,NaN,NaN
144566,Circus Train (Second edition),Hand Management, Point to Point Movement,NaN,NaN,NaN,NaN
5770,Orchard,Cooperative Game, Dice Rolling,NaN,NaN,NaN,NaN
234469,Origami,Card Drafting, Deck, Hand Management, Set Collection,NaN,NaN
235922,King of the Dice,Dice Rolling, Push Your Luck, Set Collection,NaN,NaN,NaN
139508,The Walled City  Londonderry & Borderlands,Area Majority / Influence, Card Drafting, Enclosure, Hand Management,NaN,NaN
4562,Mogul,Auction/Bidding, Stock Holding,NaN,NaN,NaN,NaN
127784,Suspend,Dice Rolling,NaN,NaN,NaN,NaN,NaN
125048,Dobble Free Demo Version,Pattern Recognition,NaN,NaN,NaN,NaN,NaN
217894,Delve,Dice Rolling, Storytelling, Tile Placement, Variable Player Powers,NaN,NaN
39019,Nothing Gained But Glory,Dice Rolling, Hexagon Grid, Simulation,NaN,NaN,NaN
3125,7th Sea Collectible Card Game,Area Movement, Hand Management,NaN,NaN,NaN,NaN
9829,Runebound (First Edition),Dice Rolling,NaN,NaN,NaN,NaN,NaN
206175,Cortex Challenge,Memory, Pattern Recognition,NaN,NaN,NaN,NaN
245645,Franchise,Area Majority / Influence, Network and Route Building,NaN,NaN,NaN,NaN
76,Air Baron,Area Majority / Influence, Chit-Pull System, Dice Rolling,NaN,NaN,NaN
172225,Exploding Kittens,Hand Management, Player Elimination, Push Your Luck, Set Collection, Take That,NaN
222643,The Lady and the Tiger,Auction/Bidding, Card Drafting, Set Collection,NaN,NaN,NaN
8993,Fire in the East,Dice Rolling, Hexagon Grid, Simulation,NaN,NaN,NaN
17,Button Men XXXenophile,Dice Rolling, Push Your Luck,NaN,NaN,NaN,NaN
3318,Heave Ho!,Hand Management,NaN,NaN,NaN,NaN,NaN
191438,North American Railways,Auction/Bidding, Stock Holding,NaN,NaN,NaN,NaN
10431,Epic Armageddon,Dice Rolling, Modular Board, Variable Player Powers,NaN,NaN,NaN
275870,TEAM3 GREEN,Team-Based Game,NaN,NaN,NaN,NaN,NaN
196306,Guildhall Fantasy  Coalition,Hand Management, Set Collection, Take That,NaN,NaN,NaN
248861,\u30e1\u30c8\u30ed\u30c3\u30af\u30b9 (MetroX),Paper-and-Pencil,NaN,NaN,NaN,NaN,NaN
147707,Mush! Mush!  Snow Tails 2,Hand Management, Modular Board, Race,NaN,NaN,NaN
6930,Sweden Fights On,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
66193,It Happens..,Dice Rolling, Set Collection,NaN,NaN,NaN,NaN
441,Filthy Rich,Dice Rolling,NaN,NaN,NaN,NaN,NaN
86156,Reverse Charades,Acting,NaN,NaN,NaN,NaN,NaN
264196,Dungeons & Dragons  Waterdeep \u2013 Dungeon of the Mad Mage,Cooperative Game, Grid Movement, Modular Board, Role Playing, Variable Player Powers,NaN
194523,HMS Dolores,Rock-Paper-Scissors, Set Collection, Simultaneous Action Selection,NaN,NaN,NaN
265256,PUSH,Push Your Luck,NaN,NaN,NaN,NaN,NaN
13354,Car Wars Compendium,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
100734,My Happy Farm,Card Drafting, Hand Management, Set Collection,NaN,NaN,NaN
206754,Burke's Gambit,Dice Rolling, Memory, Player Elimination, Team-Based Game, Traitor Game, Variable Player Powers
7843,Caesar  Conquest of Gaul,Dice Rolling, Hexagon Grid, Simulation,NaN,NaN,NaN
154880,Vud\u00f9,Acting, Dice Rolling, Hand Management,NaN,NaN,NaN
163641,Eminent Domain  Battlecruisers,Player Elimination, Simultaneous Action Selection,NaN,NaN,NaN,NaN
189222,Saltlands,Action Points, Cooperative Game, Grid Movement, Modular Board, Team-Based Game, Variable Player Powers
169341,Birds of a Feather,Hand Management, Set Collection, Simultaneous Action Selection,NaN,NaN,NaN
163929,Coconuts Duo,Action / Dexterity, Childrens Game,NaN,NaN,NaN,NaN
240271,Core Space,Cooperative Game, Dice Rolling, Modular Board,NaN,NaN,NaN
19989,Robber Knights,Area Majority / Influence, Mancala, Tile Placement,NaN,NaN,NaN
114912,Starship Merchants,Commodity Speculation, Pick-up and Deliver,NaN,NaN,NaN,NaN
177875,The Last Spike,Stock Holding, Tile Placement,NaN,NaN,NaN,NaN
233974,Sundae Split,Card Drafting, I Cut, Set Collection,NaN,NaN,NaN
155496,Holdfast  Russia 1941-42,Action Points, Dice Rolling,NaN,NaN,NaN,NaN
6203,Enemy at the Gates,Dice Rolling, Hexagon Grid, Simulation,NaN,NaN,NaN
12283,Manifest Destiny,Campaign / Battle Card Driven, Commodity Speculation, Variable Player Powers,NaN,NaN,NaN
277597,Fast Sloths,Hand Management, Modular Board, Pick-up and Deliver,NaN,NaN,NaN
1577,Source of the Nile,Exploration,NaN,NaN,NaN,NaN,NaN
104573,Spectaculum,Commodity Speculation, Enclosure, Stock Holding, Tile Placement,NaN,NaN
46782,Rush n' Crush,Dice Rolling, Modular Board, Variable Player Powers,NaN,NaN,NaN
4550,1000 Blank White Cards,Deck, Line Drawing, Paper-and-Pencil,NaN,NaN,NaN
179350,Bretagne,Area Majority / Influence, Hand Management, Worker Placement,NaN,NaN,NaN
71973,Crows,Modular Board, Tile Placement,NaN,NaN,NaN,NaN
3518,Napoleon in Europe,Area Movement, Dice Rolling,NaN,NaN,NaN,NaN
160744,Far Space Foundry,Set Collection, Worker Placement,NaN,NaN,NaN,NaN
267271,Egizia  Shifting Sands,Card Drafting, Time Track, Worker Placement,NaN,NaN,NaN
222,Space Beans,Card Drafting, Set Collection,NaN,NaN,NaN,NaN
131246,Siberia  The Card Game,Deck, Hand Management,NaN,NaN,NaN,NaN
10934,Things...,Memory, Paper-and-Pencil,NaN,NaN,NaN,NaN
181254,Attack on Titan  The Last Stand,Dice Rolling, Push Your Luck,NaN,NaN,NaN,NaN
23142,Mag\u00b7Blast (Third Edition),Campaign / Battle Card Driven, Hand Management, Player Elimination, Take That, Variable Player Powers,NaN
226631,War of the Worlds  The New Wave,Area Movement, Card Drafting, Deck, Hand Management,NaN,NaN
2640,Babylon 5 Collectible Card Game,Hand Management, Role Playing, Variable Player Powers, Voting,NaN,NaN
2079,NATO  The Next War in Europe,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
90041,Principato,Card Drafting, Hand Management, Set Collection,NaN,NaN,NaN
8521,Whistling Death,Dice Rolling, Simulation,NaN,NaN,NaN,NaN
180241,Warhammer Age of Sigmar,Dice Rolling, Line of Sight, Measurement Movement, Modular Board, Stat Check Resolution, Variable Player Powers
29355,W\u00fcrfel Bingo,Dice Rolling,NaN,NaN,NaN,NaN,NaN
30166,The Good,Dice Rolling, Trading, Variable Player Powers,NaN,NaN,NaN
1496,Imperium Romanum II,Dice Rolling, Hexagon Grid, Simulation,NaN,NaN,NaN
130006,Mini Kubb,Action / Dexterity,NaN,NaN,NaN,NaN,NaN
182116,Dingo's Dreams,Modular Board, Pattern Building, Tile Placement,NaN,NaN,NaN
56758,BasketBoss,Auction/Bidding,NaN,NaN,NaN,NaN,NaN
38821,Settlers of Catan  Gallery Edition,Dice Rolling, Hand Management, Memory, Modular Board, Network and Route Building, Trading
224894,Michael Strogoff,Dice Rolling, Hand Management, Player Elimination, Point to Point Movement, Push Your Luck, Race
368,Relationship Tightrope,Hand Management, Simultaneous Action Selection, Trick-taking,NaN,NaN,NaN
300,Tutankhamen,Card Drafting, Modular Board, Set Collection,NaN,NaN,NaN
639,American Megafauna,Auction/Bidding, Simulation, Variable Player Powers,NaN,NaN,NaN
244141,Symphony No.9,Betting and Bluffing, Commodity Speculation, Set Collection,NaN,NaN,NaN
4050,Fortress Europa  Designer Signature Edition,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
3487,BattleTech CCG,Hand Management,NaN,NaN,NaN,NaN,NaN
207208,Armageddon,Auction/Bidding, Worker Placement,NaN,NaN,NaN,NaN
6481,Phoenix,Hand Management, Pattern Building, Pattern Recognition,NaN,NaN,NaN
696,The Big Idea,Player Judge, Stock Holding, Voting,NaN,NaN,NaN
10167,Zombies!!! 4  The End...,Roll / Spin and Move, Tile Placement,NaN,NaN,NaN,NaN
160903,Target for Today,Action Queue, Dice Rolling, Simulation, Solo / Solitaire Game,NaN,NaN
158130,Tanto Cuore  Oktoberfest,Card Drafting, Deck, Hand Management, Set Collection,NaN,NaN
63758,Mr. Madison's War  The Incredible War of 1812,Campaign / Battle Card Driven, Point to Point Movement,NaN,NaN,NaN,NaN
197439,The Fog of War,Advantage Token, Area Movement, Betting and Bluffing, Hand Management, Secret Unit Deployment, Sudden Death Ending
128921,Rattus Cartus,Hand Management, Push Your Luck, Worker Placement,NaN,NaN,NaN
258148,Power Rangers  Heroes of the Grid,Action Points, Cooperative Game, Dice Rolling, Hand Management, Variable Player Powers,NaN
136558,Expedition  Famous Explorers,Network and Route Building, Point to Point Movement,NaN,NaN,NaN,NaN
169215,Peak Oil,Push Your Luck, Set Collection, Simulation, Worker Placement,NaN,NaN
69130,Next War  Korea,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
170901,Jarl  The Vikings Tile-Laying Game,Grid Movement, Tile Placement,NaN,NaN,NaN,NaN
1535,Formula-1,Area Movement,NaN,NaN,NaN,NaN,NaN
26447,Clash of Monarchs,Campaign / Battle Card Driven,NaN,NaN,NaN,NaN,NaN
226255,1920 Wall Street,Investment, Set Collection, Stock Holding,NaN,NaN,NaN
232473,Ratland,Simultaneous Action Selection, Take That, Variable Player Powers, Worker Placement,NaN,NaN
267370,Cities  Skylines \u2013 The Board Game,Cooperative Game, Hand Management, Modular Board, Tile Placement, Variable Player Powers,NaN
231664,Fast Forward  FEAR,Hand Management, Push Your Luck, Take That,NaN,NaN,NaN
233896,Resident Evil 2  The Board Game,Action Points, Campaign / Battle Card Driven, Cooperative Game,NaN,NaN,NaN
217362,Frogriders,Grid Movement, Set Collection,NaN,NaN,NaN,NaN
43320,Tomb  Cryptmaster,Dice Rolling, Memory, Modular Board, Secret Unit Deployment,NaN,NaN
66126,Mystery Rummy  Escape from Alcatraz,Hand Management, Set Collection,NaN,NaN,NaN,NaN
90009,Eselsbr\u00fccke,Memory, Storytelling,NaN,NaN,NaN,NaN
13507,WINK,Card Game, Party Game,NaN,NaN,NaN,NaN
220780,Fairy Tile,Storytelling, Tile Placement,NaN,NaN,NaN,NaN
7118,Richthofen  Ace of Aces,Simulation, Simultaneous Action Selection,NaN,NaN,NaN,NaN
108344,Might & Magic Heroes  The Board Game,Area Majority / Influence, Dice Rolling, Hand Management, Modular Board, Variable Phase Order, Variable Player Powers
22497,Straw,Hand Management, Push Your Luck,NaN,NaN,NaN,NaN
192185,Matryoshka,Hand Management, Set Collection, Trading,NaN,NaN,NaN
42111,Fzzzt!,Auction/Bidding, Card Drafting, Deck, Set Collection,NaN,NaN
13709,Clash of Giants II,Area Movement, Chit-Pull System, Hexagon Grid,NaN,NaN,NaN
157088,ESSEN The Game  SPIEL'13,Action Points, Area Movement, Pick-up and Deliver, Set Collection, Simulation,NaN
188390,Enemy Coast Ahead  The Doolittle Raid,Area Movement, Chit-Pull System, Dice Rolling, Simulation,NaN,NaN
199182,Commands & Colors Tricorne  The American Revolution,Campaign / Battle Card Driven, Dice Rolling, Hand Management, Hexagon Grid, Modular Board,NaN
38735,The Swarm,Card Drafting, Network and Route Building, Tile Placement,NaN,NaN,NaN
124590,Call to Glory,Hand Management, Set Collection,NaN,NaN,NaN,NaN
135877,Fish Cook,Card Drafting, Dice Rolling, Hand Management, Set Collection, Trading,NaN
102610,Shitenno,Area Majority / Influence, I Cut, Set Collection,NaN,NaN,NaN
171261,Hocus,Hand Management, Pattern Building, Variable Player Powers,NaN,NaN,NaN
1678,The Peloponnesian War,Dice Rolling, Point to Point Movement, Simulation,NaN,NaN,NaN
43264,Pocket Rockets,Action Points,NaN,NaN,NaN,NaN,NaN
108161,Aquileia,Auction/Bidding, Dice Rolling, Hand Management, Worker Placement,NaN,NaN
149896,Alien vs Predator  The Hunt Begins,Action Points, Area Movement, Dice Rolling, Hand Management, Modular Board, Player Elimination
284775,Funkoverse Strategy Game,Action Points, Dice Rolling, Grid Movement, Variable Player Powers,NaN,NaN
41474,Giro d'Italia  The Game,Modular Board, Simulation,NaN,NaN,NaN,NaN
4205,On to Richmond!,Hexagon Grid, Variable Phase Order,NaN,NaN,NaN,NaN
251551,Dale of Merchants Collection,Card Drafting, Deck, Dice Rolling, Hand Management, Set Collection, Take That
7092,Battles for the Ardennes,Dice Rolling, Hexagon Grid,NaN,NaN,NaN,NaN
101929,Sergeants Miniatures Game  Day of Days,Campaign / Battle Card Driven, Card Drafting, Modular Board,NaN,NaN,NaN
222887,Twin It! Board Games Edition,Pattern Recognition, Set Collection, Take That,NaN,NaN,NaN
85000,We Must Tell the Emperor  The Great Pacific War,Action Points, Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement, Simulation,NaN
130827,Rumble in the Dungeon,Modular Board, Pick-up and Deliver, Point to Point Movement, Secret Unit Deployment,NaN,NaN
54735,Lemming Mafia,Betting and Bluffing, Dice Rolling,NaN,NaN,NaN,NaN
232830,Shifty Eyed Spies,Acting, Team-Based Game,NaN,NaN,NaN,NaN
1506,Conquistador,Dice Rolling, Hexagon Grid, Simulation,NaN,NaN,NaN
148083,Dogs,Point to Point Movement, Set Collection, Worker Placement,NaN,NaN,NaN
142262,Draco Magi,Area Majority / Influence, Card Drafting, Deck, Hand Management,NaN,NaN
81250,Stich-Meister,Trick-taking,NaN,NaN,NaN,NaN,NaN
14035,Piranha Pedro,Grid Movement, Simultaneous Action Selection,NaN,NaN,NaN,NaN
216974,King's Road,Area Majority / Influence, Hand Management, Simultaneous Action Selection,NaN,NaN,NaN
232829,The Wizard Always Wins,Push Your Luck, Set Collection, Variable Phase Order,NaN,NaN,NaN
281259,The Isle of Cats,Card Drafting, Pattern Building, Set Collection, Tile Placement,NaN,NaN
123185,Axis & Allies 1941,Area Majority / Influence, Area Movement, Dice Rolling, Team-Based Game,NaN,NaN
27532,Vineta,Simultaneous Action Selection,NaN,NaN,NaN,NaN,NaN
102,Klunker,Set Collection,NaN,NaN,NaN,NaN,NaN
1720,Dragon Pass  The Return of Prince Argrath and the Lunar Empire Wars,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
35400,Nations at War  White Star Rising,Chit-Pull System, Hexagon Grid,NaN,NaN,NaN,NaN
36314,Where Eagles Dare  The Battle for Hell's Highway,Chit-Pull System, Dice Rolling, Hexagon Grid,NaN,NaN,NaN
20750,Dark Stories 2,Card Game, Deduction, Horror, Humor, Murder/Mystery, Party Game
165595,JamSumo,Flicking,NaN,NaN,NaN,NaN,NaN
84869,Felinia,Area Majority / Influence, Area Movement, Auction/Bidding, Set Collection,NaN,NaN
3608,Air Force,Action Queue, Hexagon Grid, Modular Board, Simultaneous Action Selection,NaN,NaN
145014,Cardline  Globetrotter,Card Game, Educational, Trivia,NaN,NaN,NaN
97875,Wiraqocha,Action Points, Area Majority / Influence, Dice Rolling, Modular Board, Set Collection, Worker Placement
22420,Battles of Napoleon  The Eagle and the Lion,Campaign / Battle Card Driven, Modular Board,NaN,NaN,NaN,NaN
219232,Il\u00f4s,Commodity Speculation, Hand Management, Modular Board, Stock Holding, Take That,NaN
267378,Chakra,Set Collection,NaN,NaN,NaN,NaN,NaN
181161,Brick Party,Cooperative Game, Hand Management,NaN,NaN,NaN,NaN
59429,Dark Darker Darkest,Action Points, Area Movement, Cooperative Game, Dice Rolling, Modular Board, Time Track
