objectid,publisher,publisher,publisher,publisher,publisher,publisher
164670,Granna,NaN,NaN,NaN,NaN,NaN
263809,Sweet Games,NaN,NaN,NaN,NaN,NaN
219988,(Self-Published),NaN,NaN,NaN,NaN,NaN
149705,The Game Crafter,NaN,NaN,NaN,NaN,NaN
186265,Mattel,NaN,NaN,NaN,NaN,NaN
16673,Game Designers Workshop,NaN,NaN,NaN,NaN,NaN
16355,999 Games, KOSMOS, Rio Grande Games,NaN,NaN,NaN
130053,Crown & Andrews Ltd.,NaN,NaN,NaN,NaN,NaN
36510,Hasbro, MB Spellen, Milton Bradley,NaN,NaN,NaN
12662,Peoples War Games,NaN,NaN,NaN,NaN,NaN
4518,(Self-Published), Herder Spiele, Zoch Verlag,NaN,NaN,NaN
118627,Repos Production,NaN,NaN,NaN,NaN,NaN
131199,Steffen-Spiele,NaN,NaN,NaN,NaN,NaN
183305,(Self-Published),NaN,NaN,NaN,NaN,NaN
12963,Your Move Games,NaN,NaN,NaN,NaN,NaN
166977,Spider-Goat Games,NaN,NaN,NaN,NaN,NaN
28253,Fiery Dragon Productions,NaN,NaN,NaN,NaN,NaN
283353,OSTIA Spiele,NaN,NaN,NaN,NaN,NaN
58696,Valley Games,NaN,NaN,NaN,NaN,NaN
3528,Winning Moves Games (USA),NaN,NaN,NaN,NaN,NaN
209053,(Self-Published),NaN,NaN,NaN,NaN,NaN
791,Adlung-Spiele,NaN,NaN,NaN,NaN,NaN
40440,Scimitar Games,NaN,NaN,NaN,NaN,NaN
173336,Asmodee, Playad Games,NaN,NaN,NaN,NaN
262141,Hypercube Games,NaN,NaN,NaN,NaN,NaN
90855,Zombie State Games,NaN,NaN,NaN,NaN,NaN
194231,Cryptozoic Entertainment,NaN,NaN,NaN,NaN,NaN
35254,Parker Brothers,NaN,NaN,NaN,NaN,NaN
2826,E.S. Lowe, Milton Bradley,NaN,NaN,NaN,NaN
9759,Parker Brothers,NaN,NaN,NaN,NaN,NaN
99062,Decision Games (I),NaN,NaN,NaN,NaN,NaN
205496,Homosapiens Lab,NaN,NaN,NaN,NaN,NaN
144874,High Roller Games,NaN,NaN,NaN,NaN,NaN
18791,Ravensburger Spieleverlag GmbH,NaN,NaN,NaN,NaN,NaN
253862,Strawberry Studio,NaN,NaN,NaN,NaN,NaN
256151,GDM Games,NaN,NaN,NaN,NaN,NaN
203673,offcut games,NaN,NaN,NaN,NaN,NaN
37099,(Web published),NaN,NaN,NaN,NaN,NaN
5668,Clipper, Dourios, Grow Jogos e Brinquedos, Hasbro, Henry Higgins Promotions, Invicta Games
187834,u30c8u30fcu30dbu30afu30a6u30a3u30b9u30c6u30eau30a2 (Tohoku Wisteria),NaN,NaN,NaN,NaN,NaN
10906,Parker Brothers,NaN,NaN,NaN,NaN,NaN
13593,3W (World Wide Wargames),NaN,NaN,NaN,NaN,NaN
803,The Avalon Hill Game Co,NaN,NaN,NaN,NaN,NaN
12679,JKLM Games, MOD Games,NaN,NaN,NaN,NaN
145586,FoxGames, Le Scorpion Masquu00e9,NaN,NaN,NaN,NaN
212883,Red Glove,NaN,NaN,NaN,NaN,NaN
187000,Tactic,NaN,NaN,NaN,NaN,NaN
84017,(Self-Published),NaN,NaN,NaN,NaN,NaN
14137,999 Games,NaN,NaN,NaN,NaN,NaN
271043,Pegasus Spiele, dV Giochi, Ediciones MasQueOca, Gigamic, Lifestyle Boardgames Ltd, White Goblin Games
29736,Playroom Entertainment,NaN,NaN,NaN,NaN,NaN
30021,SPI (Simulations Publications,NaN,NaN,NaN,NaN,NaN
186142,Pendragon Game Studio,NaN,NaN,NaN,NaN,NaN
1632,Fat Messiah Games,NaN,NaN,NaN,NaN,NaN
1012,Dourios, Noris Spiele,NaN,NaN,NaN,NaN
2354,Parker Brothers, Piatnik,NaN,NaN,NaN,NaN
8363,SPI (Simulations Publications,NaN,NaN,NaN,NaN,NaN
248366,(Self-Published),NaN,NaN,NaN,NaN,NaN
277017,Big Potato,NaN,NaN,NaN,NaN,NaN
270237,Ravensburger Spieleverlag GmbH,NaN,NaN,NaN,NaN,NaN
16617,SPI (Simulations Publications,NaN,NaN,NaN,NaN,NaN
5492,(Self-Published), Daltoons Productions,NaN,NaN,NaN,NaN
35137,Bezzerwizzer ApS, Mattel,NaN,NaN,NaN,NaN
510,Schmidt Spiele,NaN,NaN,NaN,NaN,NaN
60574,White Goblin Games, Zoch Verlag,NaN,NaN,NaN,NaN
2160,Task Force Games,NaN,NaN,NaN,NaN,NaN
99880,Bellwether Games, Cartamundi, Gordion Games,NaN,NaN,NaN
5223,Vae Victis,NaN,NaN,NaN,NaN,NaN
94456,MindWare,NaN,NaN,NaN,NaN,NaN
848,Asmodee, Goldsieber Spiele, Queen Games,NaN,NaN,NaN
256792,Pressman Toy Corp.,NaN,NaN,NaN,NaN,NaN
216367,Chiaos Creative,NaN,NaN,NaN,NaN,NaN
28596,PHI Sports Games,NaN,NaN,NaN,NaN,NaN
220199,Mattel,NaN,NaN,NaN,NaN,NaN
26795,Against the Odds, LPS,NaN,NaN,NaN,NaN
36413,R&R Games,NaN,NaN,NaN,NaN,NaN
89972,G3, Schmidt Spiele,NaN,NaN,NaN,NaN
7815,Ravensburger Spieleverlag GmbH,NaN,NaN,NaN,NaN,NaN
5743,Copp Clark Publishing Company,NaN,NaN,NaN,NaN,NaN
151416,The Infantree,NaN,NaN,NaN,NaN,NaN
412,db-Spiele,NaN,NaN,NaN,NaN,NaN
9062,Clash of Arms Games,NaN,NaN,NaN,NaN,NaN
4971,Battleline,NaN,NaN,NaN,NaN,NaN
17119,Hasbro, Parker Brothers,NaN,NaN,NaN,NaN
410,Splotter Spellen,NaN,NaN,NaN,NaN,NaN
93997,HABA,NaN,NaN,NaN,NaN,NaN
164975,Creo mi Juego, Three Brains Games,NaN,NaN,NaN,NaN
4855,F.X. Schmid,NaN,NaN,NaN,NaN,NaN
209322,Helvetia Games,NaN,NaN,NaN,NaN,NaN
124248,(Self-Published),NaN,NaN,NaN,NaN,NaN
1698,Pressman Toy Corp.,NaN,NaN,NaN,NaN,NaN
1140,Otto Maier Verlag, Ravensburger Spieleverlag GmbH,NaN,NaN,NaN,NaN
11469,SPI (Simulations Publications,NaN,NaN,NaN,NaN,NaN
158967,Japon Brand, u685cu904au5eb5 (Ouyuuan),NaN,NaN,NaN,NaN
173372,Cryptozoic Entertainment,NaN,NaN,NaN,NaN,NaN
220124,GameStax,NaN,NaN,NaN,NaN,NaN
24025,Hasbro,NaN,NaN,NaN,NaN,NaN
140675,Tactic, Wonder Forge,NaN,NaN,NaN,NaN
89386,Arclight, Kawasaki Factory,NaN,NaN,NaN,NaN
256589,Holy Grail Games,NaN,NaN,NaN,NaN,NaN
179560,moses. Verlag GmbH, SD Games,NaN,NaN,NaN,NaN
156406,FRogN Studio,NaN,NaN,NaN,NaN,NaN
231368,Hemisphere Games, Lumberjacks Studio,NaN,NaN,NaN,NaN
6982,Milton Bradley,NaN,NaN,NaN,NaN,NaN
15311,999 Games, AMIGO, Asmodee, Gigamic, Korea Boardgames co., Lautapelit.fi
2917,3W (World Wide Wargames),NaN,NaN,NaN,NaN,NaN
218615,Cocktail Games, Rebel, Reflexshop,NaN,NaN,NaN
238041,USAopoly,NaN,NaN,NaN,NaN,NaN
138127,Cryptozoic Entertainment,NaN,NaN,NaN,NaN,NaN
3358,Goldsieber Spiele,NaN,NaN,NaN,NaN,NaN
171543,Granna, HUCH!,NaN,NaN,NaN,NaN
220541,FoxMind,NaN,NaN,NaN,NaN,NaN
164201,u041du0435u0434u043eu043cu0438u043du043e,NaN,NaN,NaN,NaN,NaN
18256,(Self-Published), SimplyFun,NaN,NaN,NaN,NaN
230146,(Self-Published),NaN,NaN,NaN,NaN,NaN
13299,Decision Games (I),NaN,NaN,NaN,NaN,NaN
269623,HABA,NaN,NaN,NaN,NaN,NaN
218489,Clutch Hobbies,NaN,NaN,NaN,NaN,NaN
236199,Crazy Pawn Games,NaN,NaN,NaN,NaN,NaN
56208,Against the Odds, LPS,NaN,NaN,NaN,NaN
1873,Component Game Systems,NaN,NaN,NaN,NaN,NaN
190264,Wonder Forge,NaN,NaN,NaN,NaN,NaN
1331,MB Spiele, Milton Bradley,NaN,NaN,NaN,NaN
154674,MomentumVolsk,NaN,NaN,NaN,NaN,NaN
100278,Game Factory, Kanga Games, Lu00fadilo, Stragoo Games, USA Games Inc, Venneru00f8d Forlag AS
3954,The Avalon Hill Game Co,NaN,NaN,NaN,NaN,NaN
24109,REMCO Games,NaN,NaN,NaN,NaN,NaN
260,The Avalon Hill Game Co,NaN,NaN,NaN,NaN,NaN
108079,(Self-Published), (Web published),NaN,NaN,NaN,NaN
263763,Underworld Kingdom,NaN,NaN,NaN,NaN,NaN
159865,Goldmerk, moses. Verlag GmbH, Trefl, Trefl Joker Line,NaN,NaN
64656,Pegasus Spiele,NaN,NaN,NaN,NaN,NaN
33359,(Self-Published), (Web published),NaN,NaN,NaN,NaN
201560,Jasco Games, Lynnvander Studios,NaN,NaN,NaN,NaN
164091,MESAboardgames,NaN,NaN,NaN,NaN,NaN
132322,Peaceable Kingdom,NaN,NaN,NaN,NaN,NaN
34311,Decision Games (I),NaN,NaN,NaN,NaN,NaN
4379,West End Games,NaN,NaN,NaN,NaN,NaN
67034,ABACUSSPIELE,NaN,NaN,NaN,NaN,NaN
158774,DPH Games Inc,NaN,NaN,NaN,NaN,NaN
1004,Dourios, Noris Spiele,NaN,NaN,NaN,NaN
24280,Funmaker Games,NaN,NaN,NaN,NaN,NaN
282287,Strawberry Studio,NaN,NaN,NaN,NaN,NaN
189434,Alley Cat Games,NaN,NaN,NaN,NaN,NaN
25569,Legendary Games,NaN,NaN,NaN,NaN,NaN
166648,Gigamic, Linguascope, Pressman Toy Corp.,NaN,NaN,NaN
185246,(Self-Published),NaN,NaN,NaN,NaN,NaN
16018,BSO Games, Decision Games (I),NaN,NaN,NaN,NaN
1753,Adlung-Spiele,NaN,NaN,NaN,NaN,NaN
225740,4Hogs d.o.o.,NaN,NaN,NaN,NaN,NaN
203215,Baba Geek Games,NaN,NaN,NaN,NaN,NaN
155113,Fabryka Gier Historycznych,NaN,NaN,NaN,NaN,NaN
4413,West End Games,NaN,NaN,NaN,NaN,NaN
190047,I Will Never Grow Up,NaN,NaN,NaN,NaN,NaN
126213,Attack Dice,NaN,NaN,NaN,NaN,NaN
156023,Maldu00f3n,NaN,NaN,NaN,NaN,NaN
256391,(Self-Published),NaN,NaN,NaN,NaN,NaN
519,White Wind,NaN,NaN,NaN,NaN,NaN
131346,Playad Games,NaN,NaN,NaN,NaN,NaN
179304,(Self-Published),NaN,NaN,NaN,NaN,NaN
174218,Button Shy,NaN,NaN,NaN,NaN,NaN
22266,KOSMOS, Rio Grande Games,NaN,NaN,NaN,NaN
7254,West End Games,NaN,NaN,NaN,NaN,NaN
227316,(Self-Published),NaN,NaN,NaN,NaN,NaN
100015,Hopwood Games,NaN,NaN,NaN,NaN,NaN
7366,MB Jeux, Milton Bradley, Smart Toys and Games,NaN,NaN,NaN
116735,Decision Games (I),NaN,NaN,NaN,NaN,NaN
7557,Buch und Zeit Verlagsgesellschaft m.b.h., Unipart Verlag, Usborne,NaN,NaN,NaN
191906,Devir, HUCH!, Lucrum Games, Surfin Meeple China,NaN,NaN
32598,Adlung-Spiele, Lucrum Games,NaN,NaN,NaN,NaN
102792,University Games,NaN,NaN,NaN,NaN,NaN
9915,Vae Victis,NaN,NaN,NaN,NaN,NaN
149112,IDW Games, Pandasaurus Games,NaN,NaN,NaN,NaN
140179,999 Games,NaN,NaN,NaN,NaN,NaN
203002,Zacatrus,NaN,NaN,NaN,NaN,NaN
145578,USAopoly, Winning Moves Germany,NaN,NaN,NaN,NaN
280143,Arcane Wonders, Pendragon Game Studio,NaN,NaN,NaN,NaN
10634,3W (World Wide Wargames), GP (Gamers Paradise),NaN,NaN,NaN,NaN
56410,Piatnik,NaN,NaN,NaN,NaN,NaN
289018,Exploding Kittens,NaN,NaN,NaN,NaN,NaN
172159,Talon Strikes Studios LLC,NaN,NaN,NaN,NaN,NaN
158341,Bard Centrum Gier, One Draw,NaN,NaN,NaN,NaN
183839,u00d6sterreichisches Spiele Museum e.V.,NaN,NaN,NaN,NaN,NaN
180295,Button Shy,NaN,NaN,NaN,NaN,NaN
86538,G3, Kaissa Chess & Games, moses. Verlag GmbH, Story Factory,NaN,NaN
199497,(Self-Published), Gamewright,NaN,NaN,NaN,NaN
183528,Ravensburger Spieleverlag GmbH,NaN,NaN,NaN,NaN,NaN
266842,Skybound Games,NaN,NaN,NaN,NaN,NaN
97582,The Brand Cafe,NaN,NaN,NaN,NaN,NaN
164428,Sasquatch Game Studio,NaN,NaN,NaN,NaN,NaN
8043,Dream Pod 9,NaN,NaN,NaN,NaN,NaN
166246,AzaoGames,NaN,NaN,NaN,NaN,NaN
2474,Moments in History, Six Angles,NaN,NaN,NaN,NaN
3108,(Web published), Dwarfstar Games, Heritage USA,NaN,NaN,NaN
154681,Carrera Tabletop Games,NaN,NaN,NaN,NaN,NaN
9853,Vae Victis,NaN,NaN,NaN,NaN,NaN
165640,Convergent Games,NaN,NaN,NaN,NaN,NaN
35354,Hangman Games,NaN,NaN,NaN,NaN,NaN
17967,Dover Publications, dtv (Deutscher Taschenbuch Verlag), Hugendubel Verlag, Hutchinson, Random House, RBA Libros S.A.
17958,SimplyFun,NaN,NaN,NaN,NaN,NaN
33801,Mattel, Sababa Toys,NaN,NaN,NaN,NaN
147136,The Game Crafter, Popcorn Sunshine Games,NaN,NaN,NaN,NaN
134618,FunFair, Mayfair Games,NaN,NaN,NaN,NaN
137179,(Self-Published),NaN,NaN,NaN,NaN,NaN
283699,Moaideas Game Design,NaN,NaN,NaN,NaN,NaN
142158,HABA,NaN,NaN,NaN,NaN,NaN
7799,Spearhead Games,NaN,NaN,NaN,NaN,NaN
171889,Trefl,NaN,NaN,NaN,NaN,NaN
1341,Crib Wars International Corp.,NaN,NaN,NaN,NaN,NaN
168457,New Entertainment Ltd,NaN,NaN,NaN,NaN,NaN
34692,AMIGO,NaN,NaN,NaN,NaN,NaN
10780,Milton Bradley,NaN,NaN,NaN,NaN,NaN
136415,ABACUSSPIELE, Albi, GoKids u73a9u6a02u5c0fu5b50, Hobby World, KADABRA,NaN
171912,ASS Altenburger Spielkarten, Cartamundi, Hasbro,NaN,NaN,NaN
28050,Educational Insights, Oya, Productief BV,NaN,NaN,NaN
29146,(Public Domain), (Self-Published),NaN,NaN,NaN,NaN
8728,Games Workshop Ltd.,NaN,NaN,NaN,NaN,NaN
230130,Forsaken Games,NaN,NaN,NaN,NaN,NaN
91653,999 Games, Gigamic, Zoch Verlag,NaN,NaN,NaN
4780,Ravensburger Spieleverlag GmbH,NaN,NaN,NaN,NaN,NaN
6507,Research Games, Waddingtons Games,NaN,NaN,NaN,NaN
159041,The Lumenaris Group,NaN,NaN,NaN,NaN,NaN
10266,TDD Inc.,NaN,NaN,NaN,NaN,NaN
111097,Game Salute, Superhuman Games,NaN,NaN,NaN,NaN
5343,Ideal, University Games,NaN,NaN,NaN,NaN
219502,Queen Games,NaN,NaN,NaN,NaN,NaN
180,F.X. Schmid,NaN,NaN,NaN,NaN,NaN
116194,Asmodee, Ferti,NaN,NaN,NaN,NaN
59309,HABA,NaN,NaN,NaN,NaN,NaN
147616,Grey Gnome Games,NaN,NaN,NaN,NaN,NaN
69347,Caldwell Gameworks,NaN,NaN,NaN,NaN,NaN
195158,Warlord Games,NaN,NaN,NaN,NaN,NaN
36790,Repos Production,NaN,NaN,NaN,NaN,NaN
160871,Worthington Publishing,NaN,NaN,NaN,NaN,NaN
66197,Queen Games,NaN,NaN,NaN,NaN,NaN
37103,nestorgames,NaN,NaN,NaN,NaN,NaN
40006,HABA,NaN,NaN,NaN,NaN,NaN
131812,(Self-Published), (Web published), E. Conzept,NaN,NaN,NaN
220980,Hyperbole Games,NaN,NaN,NaN,NaN,NaN
36985,(Public Domain), (Web published),NaN,NaN,NaN,NaN
25246,(Self-Published),NaN,NaN,NaN,NaN,NaN
5933,XTR Corp,NaN,NaN,NaN,NaN,NaN
200314,Crypt Monkey Studios,NaN,NaN,NaN,NaN,NaN
237153,Lucky Duck Games, Rebel,NaN,NaN,NaN,NaN
30286,Cwali,NaN,NaN,NaN,NaN,NaN
9973,SPI (Simulations Publications,NaN,NaN,NaN,NaN,NaN
24483,(Web published), Newdale Development, Wackee International,NaN,NaN,NaN
37686,Asmodee, Ferti, HeidelBu00c4R Games, Heidelberger Spieleverlag, Oliphante, Le Scorpion Masquu00e9
234614,Asmodee, The Creativity Hub, HUCH!, Rebel,NaN,NaN
2159,Parker Brothers, Verlag Schmidt Zwiebeltu00fcrme, Waddingtons Games,NaN,NaN,NaN
12629,AGEMA, Clash of Arms Games,NaN,NaN,NaN,NaN
145653,Small Box Games,NaN,NaN,NaN,NaN,NaN
175867,Broadway Toys LTD, LudiCreations,NaN,NaN,NaN,NaN
31401,Astrel, Rightgames RBG SIA,NaN,NaN,NaN,NaN
7650,Game Designers Workshop,NaN,NaN,NaN,NaN,NaN
94476,(Self-Published), (Web published),NaN,NaN,NaN,NaN
188793,Asterion Press, Edge Entertainment, Fantasy Flight Games, Galakta, Heidelberger Spieleverlag,NaN
173752,GaGa Games,NaN,NaN,NaN,NaN,NaN
247567,Word Forge Games, Giant Roc,NaN,NaN,NaN,NaN
10776,3W (World Wide Wargames),NaN,NaN,NaN,NaN,NaN
7931,Phoenix Enterprises Limited,NaN,NaN,NaN,NaN,NaN
80908,HomoLudicus,NaN,NaN,NaN,NaN,NaN
159573,HABA,NaN,NaN,NaN,NaN,NaN
2597,Milton Bradley,NaN,NaN,NaN,NaN,NaN
282,Trollspel,NaN,NaN,NaN,NaN,NaN
235899,Cosmodrome Games, Gigamic,NaN,NaN,NaN,NaN
243757,Granna, HUCH!,NaN,NaN,NaN,NaN
202581,Bushiroad South East Asia Pte. Ltd.,NaN,NaN,NaN,NaN,NaN
43802,Decision Games (I), Kokusai-Tsushin Co.,NaN,NaN,NaN,NaN
257598,Pressman Toy Corp.,NaN,NaN,NaN,NaN,NaN
271774,Blue Orange (EU), Blue Orange Games, HUCH!, Kaissa Chess & Games, PaperGames (III),NaN
166215,Ayatsurare Ningyoukan,NaN,NaN,NaN,NaN,NaN
207764,Piu00f9 Trentanove (Thirty-Nine More), Post  Scriptum,NaN,NaN,NaN,NaN
171663,Blue Orange (EU), Blue Orange Games,NaN,NaN,NaN,NaN
28017,Ruibal Hermanos S.A.,NaN,NaN,NaN,NaN,NaN
155484,Eagle-Gryphon Games,NaN,NaN,NaN,NaN,NaN
2362,Parker Brothers,NaN,NaN,NaN,NaN,NaN
73244,Decision Games (I),NaN,NaN,NaN,NaN,NaN
85338,Adlung-Spiele,NaN,NaN,NaN,NaN,NaN
23920,Reiver Games,NaN,NaN,NaN,NaN,NaN
157995,The Game Crafter,NaN,NaN,NaN,NaN,NaN
7921,Family Pastimes,NaN,NaN,NaN,NaN,NaN
216301,Arclight, Ravensburger Spieleverlag GmbH,NaN,NaN,NaN,NaN
179,AMIGO, Games & Puzzles Publications,NaN,NaN,NaN,NaN
829,Dan Smith Industries, Third World Games,NaN,NaN,NaN,NaN
355,KOSMOS,NaN,NaN,NaN,NaN,NaN
27007,Against the Odds, Firefight Games, LPS,NaN,NaN,NaN
57865,Quantuum Magic,NaN,NaN,NaN,NaN,NaN
15676,Siler/Siler Ventures,NaN,NaN,NaN,NaN,NaN
20050,Grimpeur, Japon Brand, Die Kiste des Brettspiels,NaN,NaN,NaN
197433,Fun to 11,NaN,NaN,NaN,NaN,NaN
173514,(Self-Published),NaN,NaN,NaN,NaN,NaN
18023,(Web published),NaN,NaN,NaN,NaN,NaN
226736,(Web published), Good Little Games,NaN,NaN,NaN,NaN
35763,Le Scorpion Masquu00e9,NaN,NaN,NaN,NaN,NaN
86849,FT Champs, Giochi Preziosi,NaN,NaN,NaN,NaN
150971,dV Giochi,NaN,NaN,NaN,NaN,NaN
30370,Eye-Level Entertainment,NaN,NaN,NaN,NaN,NaN
5135,Alga, Damm / Egmont, O2 Games, Patch Products,NaN,NaN
3155,Schmidt Spiele,NaN,NaN,NaN,NaN,NaN
15267,CEJI, Dujardin, Falomir Juegos, Nathan, Ravensburger Spieleverlag GmbH, SoCoGe
7522,Kokusai-Tsushin Co., XTR Corp,NaN,NaN,NaN,NaN
162888,Hikari Games,NaN,NaN,NaN,NaN,NaN
36554,Queen Games, Piatnik,NaN,NaN,NaN,NaN
145897,Looney Labs,NaN,NaN,NaN,NaN,NaN
173253,Gen-X Games, moses. Verlag GmbH, Raven Distribution,NaN,NaN,NaN
204429,GDM Games,NaN,NaN,NaN,NaN,NaN
1649,Eurogames, International Team,NaN,NaN,NaN,NaN
86025,Noris Spiele,NaN,NaN,NaN,NaN,NaN
1744,CEFA (Celulosa Fabril S. A.), International Playthings, MB Spiele, Milton Bradley, Parker Brothers, Schmidt Spiele
7986,Red Omega Studio,NaN,NaN,NaN,NaN,NaN
268762,WizKids,NaN,NaN,NaN,NaN,NaN
28238,Blue Orange Games, Zoch Verlag, Blue Orange (EU), Egmont Polska, Lautapelit.fi, One Moment Games
10605,Identity Games International B.V., Jumbo,NaN,NaN,NaN,NaN
9913,Vae Victis,NaN,NaN,NaN,NaN,NaN
118539,GMT Games, Udo Grebe Gamedesign,NaN,NaN,NaN,NaN
46925,Dino Toys s. r. o.,NaN,NaN,NaN,NaN,NaN
151191,Facily Jeux,NaN,NaN,NaN,NaN,NaN
16471,Decision Games (I),NaN,NaN,NaN,NaN,NaN
225689,M2R GAMES,NaN,NaN,NaN,NaN,NaN
5167,Matchbox,NaN,NaN,NaN,NaN,NaN
188198,Alderac Entertainment Group, Bard Centrum Gier, One Draw,NaN,NaN,NaN
136029,u00c9ditions Gladius International,NaN,NaN,NaN,NaN,NaN
29286,Hasbro, Jumbo, USAopoly,NaN,NaN,NaN
6042,Kokusai-Tsushin Co., XTR Corp,NaN,NaN,NaN,NaN
39029,(Web published), Mr. Do, Print & Play Productions,NaN,NaN,NaN
5396,Parker Brothers,NaN,NaN,NaN,NaN,NaN
73245,Decision Games (I),NaN,NaN,NaN,NaN,NaN
8201,Krimsus Krimskrams-Kiste,NaN,NaN,NaN,NaN,NaN
27751,The Game Crafter,NaN,NaN,NaN,NaN,NaN
8816,Fantasy Flight Games,NaN,NaN,NaN,NaN,NaN
184351,The Game Crafter, Gold Seal Games,NaN,NaN,NaN,NaN
134279,Bou00eete de Jeux,NaN,NaN,NaN,NaN,NaN
112210,Hobby World, Ogry Games,NaN,NaN,NaN,NaN
193695,Osprey Games,NaN,NaN,NaN,NaN,NaN
148,Schmidt Spiele,NaN,NaN,NaN,NaN,NaN
115370,(Public Domain),NaN,NaN,NaN,NaN,NaN
127434,Mu00fccke Spiele,NaN,NaN,NaN,NaN,NaN
37391,Inteligente,NaN,NaN,NaN,NaN,NaN
35508,Worthington Games,NaN,NaN,NaN,NaN,NaN
20952,Mattel,NaN,NaN,NaN,NaN,NaN
42685,Hasbro, MB Jeux, MB Spellen, Milton Bradley,NaN,NaN
130223,AMIGO,NaN,NaN,NaN,NaN,NaN
6049,XTR Corp,NaN,NaN,NaN,NaN,NaN
33958,Bu00e9zier Games,NaN,NaN,NaN,NaN,NaN
120770,(Self-Published),NaN,NaN,NaN,NaN,NaN
120444,Mantic Games,NaN,NaN,NaN,NaN,NaN
7683,KOSMOS,NaN,NaN,NaN,NaN,NaN
819,Feuer & Flamme,NaN,NaN,NaN,NaN,NaN
166183,Gorilla Games,NaN,NaN,NaN,NaN,NaN
2836,TSR,NaN,NaN,NaN,NaN,NaN
14468,Pacific Rim Publishing,NaN,NaN,NaN,NaN,NaN
137780,Cocktail Games, Happy Baobab, Lifestyle Boardgames Ltd, Oliphante, Post  Scriptum,NaN
140861,FlasterVenture LLC,NaN,NaN,NaN,NaN,NaN
36698,3W (World Wide Wargames),NaN,NaN,NaN,NaN,NaN
37307,Zoch Verlag,NaN,NaN,NaN,NaN,NaN
84609,(Self-Published), The Game Chef,NaN,NaN,NaN,NaN
141577,Egmont Polska,NaN,NaN,NaN,NaN,NaN
163963,Moaideas Game Design,NaN,NaN,NaN,NaN,NaN
164829,Gut Bustin Games,NaN,NaN,NaN,NaN,NaN
10304,Nike and Cooper Espau00f1ola, TSR,NaN,NaN,NaN,NaN
33624,Hasbro, Horn Abbot International, Parker Brothers,NaN,NaN,NaN
1167,Glu00fccksritter Spiele,NaN,NaN,NaN,NaN,NaN
12870,Comic Images,NaN,NaN,NaN,NaN,NaN
105004,Ludically,NaN,NaN,NaN,NaN,NaN
228,Atlas Games, NekoCorp,NaN,NaN,NaN,NaN
4574,Ben Sanders Co., Canada Games,NaN,NaN,NaN,NaN
146999,Ludik Quu00e9bec,NaN,NaN,NaN,NaN,NaN
233080,Grey Fox Games,NaN,NaN,NaN,NaN,NaN
144631,2F-Spiele, Edge Entertainment,NaN,NaN,NaN,NaN
35167,Mindtwister AB, Mindtwister USA,NaN,NaN,NaN,NaN
13328,Asmodee, Kaissa Chess & Games, Lautapelit.fi, Piatnik, Ravensburger Spieleverlag GmbH, Week End Games
144420,KOSMOS,NaN,NaN,NaN,NaN,NaN
2299,Sierra Madre Games,NaN,NaN,NaN,NaN,NaN
6748,(Public Domain), Dang Fun Games, Kheper Games,NaN,NaN,NaN
258752,Ediciones MasQueOca,NaN,NaN,NaN,NaN,NaN
231872,(Self-Published), Closet Full of Games,NaN,NaN,NaN,NaN
67609,nestorgames,NaN,NaN,NaN,NaN,NaN
273699,Clever Unicorn Games,NaN,NaN,NaN,NaN,NaN
28454,All Things Equal,NaN,NaN,NaN,NaN,NaN
6939,Game Designers Workshop,NaN,NaN,NaN,NaN,NaN
38334,Gen42 Games, HUCH!, Productief BV, Vendetta,NaN,NaN
175086,Ironmark Games,NaN,NaN,NaN,NaN,NaN
124757,Famous Games Co,NaN,NaN,NaN,NaN,NaN
268185,Games Workshop Ltd.,NaN,NaN,NaN,NaN,NaN
8979,Binary Arts, ThinkFun,NaN,NaN,NaN,NaN
4983,KOSMOS,NaN,NaN,NaN,NaN,NaN
179813,Mu00fccke Spiele,NaN,NaN,NaN,NaN,NaN
252883,Little Future (u30eau30c8u30ebu30d5u30e5u30fcu30c1u30e3u30fc),NaN,NaN,NaN,NaN,NaN
84453,Lud Editions, Winning Moves Germany,NaN,NaN,NaN,NaN
9350,Spiele aus Timbuktu,NaN,NaN,NaN,NaN,NaN
66969,Galakta,NaN,NaN,NaN,NaN,NaN
1650,Milton Bradley,NaN,NaN,NaN,NaN,NaN
165044,Raven Distribution, Winterlair,NaN,NaN,NaN,NaN
1474,Jumbo,NaN,NaN,NaN,NaN,NaN
69356,HomoLudicus, Passport Game Studios,NaN,NaN,NaN,NaN
5858,Parker Brothers,NaN,NaN,NaN,NaN,NaN
220478,BARPIG,NaN,NaN,NaN,NaN,NaN
54707,Javos (PaN),NaN,NaN,NaN,NaN,NaN
18765,La Haute Roche,NaN,NaN,NaN,NaN,NaN
227599,FunWiz,NaN,NaN,NaN,NaN,NaN
257045,Screech Dragon Studios,NaN,NaN,NaN,NaN,NaN
7622,Udo Grebe Gamedesign,NaN,NaN,NaN,NaN,NaN
125148,Artipia Games,NaN,NaN,NaN,NaN,NaN
141997,Witty Editions,NaN,NaN,NaN,NaN,NaN
271759,Blue Orange (EU),NaN,NaN,NaN,NaN,NaN
5193,Metagaming,NaN,NaN,NaN,NaN,NaN
18843,Cub de Jocs,NaN,NaN,NaN,NaN,NaN
3620,Winsome Games,NaN,NaN,NaN,NaN,NaN
238968,Workhouse Games,NaN,NaN,NaN,NaN,NaN
155406,Art and Games,NaN,NaN,NaN,NaN,NaN
