sort_index,object_id,game_name,year_published,min_players,max_players,min_playtime,max_playtime,average,complexity,siteviews,category_1,category_2,category_3,category_4,category_5,category_6,mech_1,mech_2,mech_3,mech_4,mech_5,mech_6,users_rated
18867,2466,Imagic,1974,2,2,30,30,5.9587,1,8399,strategy, Childrens Game,na,na,na,na,Pattern Recognition,na,na,na,na,na,21
18868,2467,Zillionaire,1987,3,6,45,45,5.38235,1,5045,card,na,na,na,na,na,Card Game,na,na,na,na,na,23
18869,2468,Zero Zap,1987,2,4,45,45,5.3,2.1667,13522,card,na,na,na,na,na,Hand Management, Set Collection,na,na,na,na,17
18870,2469,Wildcatter,1981,2,8,120,120,5.94,2,7409,Economic, industry_manuf,na,na,na,na,Roll / Spin and Move,na,na,na,na,na,25
18871,2473,Winkeladvokat,1986,2,4,20,20,6.35333,1.9333,21345,strategy,na,na,na,na,na,Abstract Strategy,na,na,na,na,na,25
18872,2475,Frag  Death Match,2001,2,6,45,45,6.4,2.3333,8778,Expansion for Base-game, Fighting, Sci_Fi, Adaptation,na,na,Dice Rolling,na,na,na,na,na,210
18873,2477,Kippour 1973,2001,2,2,120,120,6,1.5,7117,War, War,na,na,na,na,Hexagon Grid,na,na,na,na,na,15
18874,2479,Candidate,1979,2,6,90,90,6.54167,1,5847,Political,na,na,na,na,na,Political,na,na,na,na,na,16
18875,2486,Flipop,1998,2,2,20,20,5.00588,2,7848,strategy,na,na,na,na,na,Abstract Strategy,na,na,na,na,na,12
18876,2488,Casanova,1990,3,5,45,45,3.21786,1.3333,13807,F.X. Schmid,na,na,na,na,na,F.X. Schmid,na,na,na,na,na,17
18877,2490,The Chicago Way,2000,3,4,10,10,6,0,13643,Political,na,na,na,na,na,Roll / Spin and Move, Set Collection,na,na,na,na,28
18878,2498,1-2-3 Go!,1970,1,2,10,10,4.33333,1,7644,Dexterity, Childrens Game, Number,na,na,na,Dice Rolling,na,na,na,na,na,5
18879,2500,Express Chess,1996,2,2,10,10,6.20588,0,13887,strategy, card,na,na,na,na,Grid Movement,na,na,na,na,na,27
18880,2501,Global Chess,1997,2,2,90,90,5.84615,0,7554,strategy,na,na,na,na,na,Grid Movement,na,na,na,na,na,17
18881,2504,Massai,1993,2,2,30,30,5.16667,1.6667,6700,strategy,na,na,na,na,na,Abstract Strategy,na,na,na,na,na,13
18882,2506,Himmel und H\u00f6lle,2001,2,2,30,30,4.5625,0,9880,strategy, Fighting, Print & Play,na,na,na,Action Points,na,na,na,na,na,6
18883,2508,Caverns Deep,1980,2,2,360,360,4.91667,2,13197,Adventure, Dice, Fantasy, Miniatures,na,na,Roll / Spin and Move, Tile Placement,na,na,na,na,8
18884,2509,Dark Heaven Apocalypse,1988,2,2,300,300,3.976,1,25170,Adventure, Fantasy, Miniatures, War,na,na,Adventure, Fantasy, Miniatures, Wargame,na,na,6
18885,2512,Charmed  The Book of Shadows,2001,1,4,90,90,4.5,3,7974,Adventure, Adaptation,na,na,na,na,Cooperative Game,na,na,na,na,na,25
18886,2514,Skyline,1988,3,4,45,45,6.24268,2.1667,12518,strategy, City Building,na,na,na,na,Tile Placement,na,na,na,na,na,25
18887,2519,Gammarauders  Revenge of the Factoids,1989,2,6,60,60,4,0,11403,Expansion for Base-game, Sci_Fi,na,na,na,na,Modular Board, Variable Player Powers,na,na,na,na,82
18888,2522,General Hospital,1982,2,10,60,60,0,0,3744,Medical, Adaptation,na,na,na,na,Role Playing, Roll / Spin and Move,na,na,na,na,1
18889,2523,Jingo,1941,2,6,30,30,0,0,5107,Puzzle,na,na,na,na,na,Set Collection,na,na,na,na,na,0
18890,2525,Fort Worth Scene,1980,2,6,60,60,3.83333,0,6474,Economic,na,na,na,na,na,Auction/Bidding, Roll / Spin and Move,na,na,na,na,0
18891,2526,Rules of the Road,1977,2,6,60,60,4.27273,1,10346,Childrens Game, Educational,na,na,na,na,Roll / Spin and Move,na,na,na,na,na,6
18892,2528,Good Guys 'n Bad Guys,1973,2,2,30,30,6.28571,3,7317,American West, Childrens Game,na,na,na,na,Roll / Spin and Move,na,na,na,na,na,11
18893,2530,Maelstrom  The Coming of Chaos,1997,2,5,180,180,4.72222,0,9593,Fantasy, War,na,na,na,na,Area Movement, Secret Unit Deployment, Simultaneous Action Selection, Variable Player Powers,na,na,7
18894,2534,Stargate SG-1  La Vengeance d'Apophis,2001,2,6,120,120,3.76471,1,5532,Exploration, Adaptation, Sci_Fi,na,na,na,Exploration, Movies / TV / Radio theme, Science Fiction,na,na,na,9
18895,2548,Loopino,1997,2,10,10,10,5.22759,2,10975,card,na,na,na,na,na,Card Game,na,na,na,na,na,17
18896,2550,Snarf Quest,2001,2,5,20,20,0,0,3923,card, Adaptation, Fantasy, Medieval,na,na,Cooperative Game, Storytelling,na,na,na,na,29
18897,2551,Fire On The Suns  Tactical Command Fleet Book 1,2001,2,3,60,60,0,0,4239,Expansion for Base-game, Sci_Fi, War,na,na,na,Campaign / Battle Card Driven, Hexagon Grid, Roll / Spin and Move, Simultaneous Action Selection,na,na,0
18898,2552,Fire On The Suns  Tactical Command!,2001,2,2,60,60,4.6,0,6364,Sci_Fi, War,na,na,na,na,Campaign / Battle Card Driven, Hexagon Grid, Modular Board, Roll / Spin and Move, Set Collection,na,0
18899,2556,Z\u00fcndstoff,1995,2,5,45,45,6.28261,1,63423,Exploration, Racing, Sci_Fi,na,na,na,Modular Board, Simultaneous Action Selection,na,na,na,na,25
18900,2561,Pollyanna,1915,2,4,30,30,4.6084,1,7245,strategy, Racing,na,na,na,na,Roll / Spin and Move,na,na,na,na,na,23
18901,2568,Monsterjagd,2000,2,4,20,20,6.54714,2.25,24710,card,na,na,na,na,na,Card Game,na,na,na,na,na,25
18902,2571,Mutabohn,2001,2,7,60,60,4.89655,1.3333,12206,card, Expansion for Base-game, Farming, Negotiation,na,na,Hand Management, Set Collection, Trading,na,na,na,70
18903,2572,Quicksand,1981,2,2,20,20,6.9506,2.3333,15896,strategy, Real-time,na,na,na,na,Abstract Strategy, Real-time,na,na,na,na,29
18904,2575,Isfahan,1999,2,5,30,30,5.47222,2,5954,Arabian, Economic, Expansion for Base-game,na,na,na,Pick-up and Deliver, Set Collection, Trading,na,na,na,83
18905,2576,Kampf um Rom  Das Kartenspiel,2000,3,4,45,45,5.77448,1,8549,card, Civilization, War,na,na,na,Card Game, Civilization, Wargame,na,na,na,18
18906,2586,Trivial Pursuit  Game Show,1993,3,6,30,30,7.62691,4.1484,73053,Adaptation, Party Game, Trivia,na,na,na,Roll / Spin and Move,na,na,na,na,na,29
18907,2587,Cross of Iron,1978,1,2,60,60,5.76087,1.6667,7995,Expansion for Base-game, War, War,na,na,na,Dice Rolling, Hexagon Grid, Modular Board,na,na,na,864
18908,2590,Temptation Poker,1982,1,6,45,45,6.98792,1.7096,239514,Bluffing, card,na,na,na,na,Betting and Bluffing,na,na,na,na,na,23
18909,2591,Carcassonne  The River,2001,2,5,30,45,5.62,1,7591,City Building, Expansion for Base-game, Medieval, Territory Building,na,na,Area Majority / Influence, Tile Placement,na,na,na,na,9477
18910,2592,Director's Cut,1996,2,18,60,60,4,0,6185,Adaptation, Party Game, Trivia,na,na,na,Roll / Spin and Move,na,na,na,na,na,25
18911,2594,Quadragammon,1977,4,4,45,45,7,4,9994,strategy, Dice,na,na,na,na,Dice Rolling, Roll / Spin and Move, Team-Based Game,na,na,na,4
18912,2595,Moon Dragon,1997,2,4,10,10,5.79167,1,26158,Miniatures, Sci_Fi, War,na,na,na,Simultaneous Action Selection,na,na,na,na,na,11
18913,2614,Babble-On,1992,2,40,30,30,5.35714,0,6372,Party Game, Word Game,na,na,na,na,Simultaneous Action Selection,na,na,na,na,na,24
18914,2617,Knack den Code-X,2001,1,2,30,30,5.0625,0,4594,Puzzle,na,na,na,na,na,Puzzle,na,na,na,na,na,7
18915,2618,Westw\u00e4rts,1995,2,6,60,60,5.84,2.5,6020,American West, Transportation,na,na,na,na,Simultaneous Action Selection,na,na,na,na,na,8
18916,2619,Welt der Winde,2000,2,6,75,75,6,0,3617,Sci_Fi, Transportation,na,na,na,na,Pick-up and Deliver, Simultaneous Action Selection,na,na,na,na,15
18917,2620,Schwimmer in der W\u00fcste,1999,3,4,10,10,7.78889,3,7362,Adaptation,na,na,na,na,na,Auction/Bidding, Tile Placement,na,na,na,na,6
18918,2621,Claim,1999,2,4,30,30,6.69911,2.5,7748,strategy,na,na,na,na,na,Abstract Strategy,na,na,na,na,na,18
18919,2622,Kontor  Das Exportlager,2000,2,2,45,45,5.90727,1.5,9233,City Building, Expansion for Base-game,na,na,na,na,City Building, Expansion for Base-game,na,na,na,na,45
18920,2624,Das Hornberger Schiessen,1993,2,5,45,45,5.14464,1.3333,7530,card,na,na,na,na,na,Card Game,na,na,na,na,na,22
18921,2626,Das Phantom,1993,2,6,45,45,5.81818,1,6627,AMIGO,na,na,na,na,na,AMIGO,na,na,na,na,na,28
18922,2628,Der Kleine Riese Kasimir,1998,2,4,30,30,5.68462,1,5059,Childrens Game, Fantasy,na,na,na,na,Area Movement, Chit-Pull System, Hand Management,na,na,na,11
18923,2630,Die Bombe,1998,3,6,20,20,5.37,2,8000,card,na,na,na,na,na,Card Game,na,na,na,na,na,26
18924,2631,Die Chinesische Mauer,1994,1,4,45,45,4.63158,1,7593,strategy,na,na,na,na,na,Tile Placement,na,na,na,na,na,25
18925,2636,My Brain is Bleeding,2001,2,6,60,60,3.75,0,4166,strategy, card,na,na,na,na,Campaign / Battle Card Driven,na,na,na,na,na,19
18926,2642,Frontrunner,1992,2,4,90,90,4.175,1,8266,strategy, Political,na,na,na,na,Campaign / Battle Card Driven, Roll / Spin and Move,na,na,na,na,4
18927,2644,Who Framed Roger Rabbit?,1987,2,4,60,60,1,0,2597,Deduction, Adaptation, murder_mystery,na,na,na,Pick-up and Deliver, Roll / Spin and Move,na,na,na,na,10
18928,2647,MediCumLaude,1993,2,6,45,45,5.58182,1,6305,Medical, Trivia,na,na,na,na,Dice Rolling,na,na,na,na,na,2
18929,2648,Talk Show,1994,3,6,30,30,3.13333,0,6087,Bluffing, Deduction,na,na,na,na,Simultaneous Action Selection, Voting,na,na,na,na,11
18930,2654,Snap,1997,3,5,30,30,5.75,2,5424,card,na,na,na,na,na,Card Game,na,na,na,na,na,15
18931,2658,Integralis  Die verr\u00fcckte Keilerei in der Buchbinderei,2001,2,4,60,60,5.49545,2,7541,card, Economic,na,na,na,na,Card Game, Economic,na,na,na,na,6
18932,2659,Die VampirConnection,2001,3,6,60,60,5.53571,1,5797,card, Horror,na,na,na,na,Pick-up and Deliver, Set Collection,na,na,na,na,22
18933,2660,Bid It Right  The Price is Right Card Game,1964,2,4,20,20,5.34783,1,33409,card, Adaptation,na,na,na,na,Auction/Bidding,na,na,na,na,na,14
18934,2661,Small Soldiers Big Battle Game,1998,1,4,30,30,6.748,1.6667,7865,Childrens Game, Dice, Miniatures, Adaptation, War,na,Action Points,na,na,na,na,na,23
18935,2662,Super Giant Monster Showdown  Destroy Tokyo Tower,1999,2,6,120,120,6.61,1.8,4565,card, Expansion for Base-game, Fighting, Adaptation, Sci_Fi,na,Modular Board, Variable Player Powers,na,na,na,na,25
18936,2663,Super Giant Monster Showdown  Cybernetic Attachments,2000,2,6,120,120,6.66497,2.5455,23909,card, Expansion for Base-game, Fighting, Adaptation, Sci_Fi,na,Modular Board, Variable Player Powers,na,na,na,na,20
18937,2670,Web of Power  The Vatican,2001,3,5,30,30,5.83333,1,5650,Expansion for Base-game, Medieval, Territory Building,na,na,na,Area Majority / Influence, Network and Route Building,na,na,na,na,157
18938,2671,Cheeeese Please,1997,2,4,30,30,6,0,2559,Childrens Game,na,na,na,na,na,Roll / Spin and Move,na,na,na,na,na,6
18939,2673,Hesketh's Legacy,1999,2,8,30,30,5.40385,1,18178,card,na,na,na,na,na,Card Game,na,na,na,na,na,1
18940,2677,Commercial Crazies,1985,2,4,20,20,0,0,3224,Memory, Adaptation,na,na,na,na,Simultaneous Action Selection,na,na,na,na,na,26
18941,2683,Join us Together,1997,2,4,10,10,6.66667,3,9212,Childrens Game, Dice,na,na,na,na,Childrens Game, Dice,na,na,na,na,0
18942,2685,Acronym,1985,2,8,60,60,5.41,1,15608,Trivia,na,na,na,na,na,Trivia,na,na,na,na,na,3
18943,2687,Baseball Card All Star Game,1987,1,2,45,45,6.75,0,6835,card, Sports,na,na,na,na,Modular Board,na,na,na,na,na,10
18944,2691,Lancer,1973,2,3,30,30,2,0,5776,strategy,na,na,na,na,na,Abstract Strategy,na,na,na,na,na,4
18945,2692,Black Beauty Downs,1987,2,6,45,45,6.72917,1.75,7466,Party Game, Racing, Sports,na,na,na,Roll / Spin and Move,na,na,na,na,na,1
18946,2695,Weatherslam,1982,2,6,35,35,3.97059,0,7252,card,na,na,na,na,na,Card Game,na,na,na,na,na,17
18947,2696,Palenque,1998,2,4,120,120,3.82407,0,11627,Adventure, Ancient, Exploration,na,na,na,Adventure, Ancient, Exploration,na,na,na,27
18948,2700,Rauchzeichen,2001,2,5,45,45,4.25,0,2909,Memory,na,na,na,na,na,Set Collection,na,na,na,na,na,2
18949,2702,Renaissance Traders,2001,3,6,90,90,0,0,4495,War, Renaissance,na,na,na,na,Commodity Speculation, Pick-up and Deliver, Trading,na,na,na,0
18950,2703,Another Day,2000,3,8,45,45,6.1546,1.7273,8282,Dice, Expansion for Base-game, Fighting, Adaptation,na,na,Dice Rolling,na,na,na,na,na,163
18951,2704,New Tactical Games with Dice and Cards,1990,2,6,10,10,6.78947,0,7208,strategy, Book, card, Dice, Negotiation, Political,Auction/Bidding, Commodity Speculation, Cooperative Game, Dice Rolling, Hand Management, Paper-and-Pencil,19
18952,2711,Buntb\u00e4r & Co.,2001,2,4,10,10,5.48125,1,5774,card, Childrens Game,na,na,na,na,Card Game, Childrens Game,na,na,na,na,16
18953,2712,Samarcanda,1982,3,6,120,120,5.84615,1.5,7285,Economic, Negotiation, Renaissance,na,na,na,Roll / Spin and Move, Trading,na,na,na,na,13
18954,2714,Another Day,2000,3,8,45,45,6.20909,1.7778,8113,Dice, Expansion for Base-game, Adaptation, Sci_Fi,na,na,Dice Rolling,na,na,na,na,na,154
18955,2715,Another Day,2000,3,8,45,45,6.24133,1.7,8397,Dice, Expansion for Base-game, Adaptation, Music,na,na,Dice Rolling,na,na,na,na,na,150
18956,2722,Booze Cruise,1995,2,6,90,90,4.63,1,10115,Trivia,na,na,na,na,na,Card Drafting,na,na,na,na,na,10
18957,2723,Dippi Totale,1985,2,6,120,120,0,0,5461,War,na,na,na,na,na,Simultaneous Action Selection,na,na,na,na,na,0
18958,2726,Crazy Clock Game,1964,1,6,30,30,5.47556,1.25,26995,Dexterity, Childrens Game,na,na,na,na,Cooperative Game,na,na,na,na,na,18
18959,2732,Pole Position,1983,2,4,30,30,5.40476,1.5,8254,Racing, Adaptation,na,na,na,na,Action Queue, Simultaneous Action Selection,na,na,na,na,21
18960,2735,Hossa! Seefahrer-Erweiterung,2001,3,8,45,45,5.6,0,4065,Expansion for Base-game, War, Party Game, Trivia,na,na,Cooperative Game,na,na,na,na,na,5
18961,2739,More Cosmic Encounter,1992,2,8,90,90,7.66204,2.7436,32440,card, Expansion for Base-game, Negotiation, Sci_Fi,na,na,Variable Player Powers,na,na,na,na,na,478
18962,2741,Chez Geek 3  Block Party,2001,2,8,45,45,6.38448,1.4935,26591,card, Expansion for Base-game, Party Game,na,na,na,Set Collection, Take That,na,na,na,na,1002
18963,2744,SHOC,1944,2,2,60,60,5.6,0,4353,card, Economic, Party Game,na,na,na,Commodity Speculation, Trading,na,na,na,na,5
18964,2745,WaveLength,2001,3,8,60,60,4.5,1,3938,card, Adaptation, Party Game, Sports, Word Game,na,Card Game, Movies / TV / Radio theme, Party Game, Sports, Word Game,na,2
18965,2746,Asteroid Pirates,1981,2,4,60,60,5.19583,2.6667,12571,Sci_Fi, War,na,na,na,na,Action Points, Hexagon Grid, Simultaneous Action Selection,na,na,na,24
18966,2747,Airplay,1989,2,6,90,90,4.5,0,6877,Music,na,na,na,na,na,Roll / Spin and Move, Trading,na,na,na,na,2
18967,2752,Combat Cards,1984,2,6,90,90,3.23077,1,6992,card, War, War,na,na,na,Secret Unit Deployment, Team-Based Game,na,na,na,na,13
18968,2754,Clintonopoly!,1995,2,6,90,90,4.33333,0,10593,Economic, Negotiation, Political,na,na,na,Roll / Spin and Move, Trading,na,na,na,na,6
18969,2755,New America,1980,2,12,120,120,5.5,3,6332,Economic, Political,na,na,na,na,Action Points, Cooperative Game, Roll / Spin and Move,na,na,na,5
18970,2761,Knights of the Dinner Table  Orcs \u2013 The Reckoning,1999,2,5,60,60,6.58333,0,5936,Expansion for Base-game, Exploration, Fantasy, Fighting,na,na,Expansion for Base-game, Exploration, Fantasy, Fighting,na,na,24
18971,2768,Combo,1997,2,4,10,10,4.525,1,5479,Dice,na,na,na,na,na,Dice,na,na,na,na,na,10
18972,2772,Mutant Chess,2001,2,2,30,30,5,3,5601,strategy,na,na,na,na,na,Grid Movement,na,na,na,na,na,3
18973,2789,Duck Pond,1991,2,4,10,10,4.2,1,7737,Animals, Childrens Game, Dice,na,na,na,Pattern Recognition, Roll / Spin and Move,na,na,na,na,10
18974,2790,Regentropfenspiel,1986,2,4,20,20,2.65,0,3053,Childrens Game,na,na,na,na,na,Dice Rolling,na,na,na,na,na,2
18975,2796,Quickely Dice,2001,2,6,60,60,4.25,2,3268,card, Dice,na,na,na,na,Card Game, Dice,na,na,na,na,4
18976,2797,Chez Geek 2  Slack Attack,2000,2,8,45,45,6.30824,1.4458,22229,card, Expansion for Base-game,na,na,na,na,Set Collection, Take That,na,na,na,na,1039
18977,2798,The Ironclads Expansion Kit,1980,2,8,120,120,7.46053,3.1111,17703,American War, Expansion for Base-game, War, Post-War, War,na,Dice Rolling, Hexagon Grid,na,na,na,na,95
18978,2801,Goldraub in London,1986,3,6,45,45,5.87895,3,5517,Deduction, murder_mystery, Adaptation,na,na,na,Deduction, Murder/Mystery, Novel-based,na,na,na,19
18979,2802,War in Europe,1976,2,3,360,360,7.12006,3.9091,97760,Economic, Political, War, War,na,na,Dice Rolling, Hexagon Grid, Variable Player Powers,na,na,na,167
18980,2803,Ave,2000,2,4,150,150,6.4,3,4863,Ancient, City Building,na,na,na,na,Tile Placement,na,na,na,na,na,5
18981,2804,200 Jahre Montgolfieren,1983,4,6,45,45,5.91667,0,5975,Aviation, Dice, Racing,na,na,na,Dice Rolling, Roll / Spin and Move,na,na,na,na,6
18982,2805,Caravans\u00e9rail,1996,6,8,60,60,6,0,7392,Arabian, Print & Play,na,na,na,na,Pick-up and Deliver, Set Collection,na,na,na,na,3
18983,2807,The Settlers of Catan  5-6 Player Extension,1996,5,6,120,120,6.9869,2.3221,314479,Expansion for Base-game, Negotiation,na,na,na,na,Dice Rolling, Hand Management, Memory, Modular Board, Network and Route Building, Trading,13742
18984,2810,Checkpoint  Danger!,1978,2,2,30,30,6.13636,1.5,7216,Deduction,na,na,na,na,na,Secret Unit Deployment,na,na,na,na,na,22
18985,2813,Scrabble Duplicate Crossword Game,1975,1,40,45,45,6.49091,0,8662,Party Game, Word Game,na,na,na,na,Paper-and-Pencil, Simultaneous Action Selection,na,na,na,na,22
18986,2815,Chutes \u00e0 gogo,1992,1,4,20,20,5.25,0,3759,Dexterity, Childrens Game,na,na,na,na,Action / Dexterity, Childrens Game,na,na,na,na,2
18987,2820,Astromagie,2001,2,5,30,30,3.475,2,5937,card,na,na,na,na,na,Card Game,na,na,na,na,na,20
18988,2822,Ur\u00e4us,1993,2,4,45,45,5.16667,1,3536,strategy, Ancient, Dice,na,na,na,Roll / Spin and Move,na,na,na,na,na,6
18989,2827,Seneti,1994,2,2,45,45,5.68182,2,8691,strategy, Ancient,na,na,na,na,Abstract Strategy, Ancient,na,na,na,na,11
18990,2828,Karnak,2000,1,6,45,45,5,0,4448,strategy, Ancient,na,na,na,na,Abstract Strategy, Ancient,na,na,na,na,2
18991,2829,Theben,1996,2,2,30,30,7.8,3,5705,strategy, Ancient,na,na,na,na,Abstract Strategy, Ancient,na,na,na,na,5
18992,2830,Talon,2001,2,2,30,30,4,0,4489,strategy, Deduction,na,na,na,na,Secret Unit Deployment,na,na,na,na,na,1
18993,2831,Meander,2001,2,2,20,20,6.5,0,3837,strategy,na,na,na,na,na,Tile Placement,na,na,na,na,na,2
18994,2837,Ant Wars,1982,2,3,60,60,6.5,0,12197,War,na,na,na,na,na,Area Movement,na,na,na,na,na,3
18995,2846,Supremacy  The Unconventional Forces,1989,4,6,360,360,6.09184,2.6,8121,Economic, Expansion for Base-game, War, Negotiation, War,na,Action Points, Variable Player Powers,na,na,na,na,98
18996,2847,Supremacy  High-Tech Edge for Strategic Forces,1989,4,6,360,360,5.82634,2.6667,6964,Economic, Expansion for Base-game, War, Negotiation, War,na,Action Points, Variable Player Powers,na,na,na,na,93
18997,2848,Supremacy  High-Tech Edge for Conventional Forces,1989,4,6,360,360,5.97386,2.6667,6981,Economic, Expansion for Base-game, War, Negotiation, War,na,Variable Player Powers,na,na,na,na,na,88
18998,2849,Supremacy  Fortuna,1989,4,6,360,360,6.60556,2.6,11407,Economic, Expansion for Base-game, War, Negotiation, Political, War,Economic, Expansion for Base-game, Modern Warfare, Negotiation, Political, Wargame,108
18999,2850,Supremacy  Boomers \u2013 Ballistic Missile Subs,1990,4,8,360,360,6.45349,2.5,10366,Economic, Expansion for Base-game, War, Negotiation, Political, War,Action Points, Campaign / Battle Card Driven,na,na,na,na,86
19000,2851,Supremacy  Mega Map,1991,4,8,360,360,6.85088,2.5,29674,Economic, Expansion for Base-game, War, Negotiation, Political, War,Action Points, Auction/Bidding, Campaign / Battle Card Driven, Commodity Speculation, Secret Unit Deployment, Team-Based Game,114
19001,2852,Supremacy  Mega Supremacy \u2013 Challenge of the New World Order,1991,4,8,360,360,6.49663,3.6,14799,Economic, Expansion for Base-game, War, Negotiation, Political, War,Action Points, Auction/Bidding, Campaign / Battle Card Driven, Commodity Speculation, Cooperative Game, Secret Unit Deployment,89
19002,2859,Destiny,1993,3,6,60,60,6,0,6781,Fantasy,na,na,na,na,na,Action Points,na,na,na,na,na,1
19003,2861,Aquitaine  Strategy and the Medieval War Ride,1982,2,2,10,10,6.16429,1.6667,8487,Medieval, War,na,na,na,na,Hexagon Grid,na,na,na,na,na,14
19004,2862,Mr. Bunny's Internet Startup Game,1999,2,2,20,20,5.25,0,4038,card,na,na,na,na,na,Auction/Bidding,na,na,na,na,na,8
19005,2865,Kersplatt!,1992,3,6,20,20,5.61765,1.5,7073,card, Fighting,na,na,na,na,Card Game, Fighting,na,na,na,na,17
19006,2869,Column,2002,2,2,20,20,5,2,3135,Dice,na,na,na,na,na,Roll / Spin and Move,na,na,na,na,na,2
19007,2870,The Fishing Game,1994,1,6,360,360,3.25,0,8591,Sports,na,na,na,na,na,Roll / Spin and Move,na,na,na,na,na,4
19008,2873,Warpath,1966,2,2,30,30,5.22727,2,11465,strategy, War, American West, Fighting, Medieval, Miniatures,Point to Point Movement,na,na,na,na,na,22
19009,2874,Pentagonal,2000,2,4,20,20,4.2,1,5127,strategy, Childrens Game, Party Game, Puzzle,na,na,Action Points, Pattern Building, Pattern Recognition,na,na,na,5
19010,2880,Abstracts,1988,4,12,60,60,6.33571,2,12310,Deduction, Party Game, Trivia,na,na,na,Cooperative Game,na,na,na,na,na,28
19011,2883,The Book of Classic Board Games,1991,1,4,10,10,6.6162,1.8333,35724,Book, Childrens Game,na,na,na,na,Book, Childrens Game,na,na,na,na,245
19012,2888,Starfire II,1980,2,3,30,30,6.59403,2.6923,16267,Sci_Fi, War,na,na,na,na,Area-Impulse, Hexagon Grid, Modular Board, Variable Player Powers,na,na,134
19013,2890,Supremacy  Main Battle Tanks,1990,4,8,360,360,6.43737,2,15219,Economic, Expansion for Base-game, War, Negotiation, Political, War,Action Points, Campaign / Battle Card Driven, Commodity Speculation, Secret Unit Deployment, Variable Player Powers,na,95
